photo_num|principal_lat|principal_long|camera_tilt|camera_azimuth|alt_km|lens_mm|sun_elevation|activity_name|description
21148||||||60|27|EVA 2|STA 3, SPL 3215, 20, 35, 40, 55, 60, 75, 80
21149||||||60|27|EVA 2|STA 3, SPL 3215, 20, 35, 40, 55, 60, 75, 80
21150||||||60|27|EVA 2|STA 3, PAN
21151||||||60|27|EVA 2|STA 3, PAN
21152||||||60|27|EVA 2|STA 3, PAN
21153||||||60|27|EVA 2|STA 3, PAN
21154||||||60|27|EVA 2|STA 3, PAN
21155||||||60|27|EVA 2|STA 3, PAN
21156||||||60|27|EVA 2|STA 3, PAN
21157||||||60|27|EVA 2|STA 3, PAN
21158||||||60|27|EVA 2|STA 3, PAN
21159||||||60|27|EVA 2|STA 3, PAN
21160||||||60|27|EVA 2|STA 3, PAN, SCOOP, SAMPLE BAG
21161||||||60|27|EVA 2|STA 3, PAN, SCOOP, SAMPLE BAG
21162||||||60|27|EVA 2|STA 3, PAN, SCOOP, SAMPLE BAG
21163||||||60|27|EVA 2|STA 3, PAN
21164||||||60|27|EVA 2|STA 3, PAN, SAMPLE BAG
21165||||||60|27|EVA 2|STA 3, PAN. SAMPLE BAG
21166||||||60|27|EVA 2|STA 3, PAN. LRV
21167||||||60|27|EVA 2|STA 3, PAN, LRV
21168||||||60|27|EVA 2|STA 3, PAN, LRV
21169||||||60|27|EVA 2|STA 3, PAN, LRV
21170||||||60|27|EVA 2|STA 3, PAN
21171||||||60|27|EVA 2|STA 3, PAN
21172||||||60|27|EVA 2|STA 3, PAN
21173||||||60|27|EVA 2|STA 3, PAN
21174||||||60|27|EVA 2|STA 3, PAN
21175||||||60|27|EVA 2|STA 3, PAN
21176||||||60|27|EVA 2|STA 3, PAN
21177||||||60|27|EVA 2|STA 3, PAN
21178||||||60|27|EVA 2|STA 3, SPL 3215, 20, 35, 40, 55, 60, 75, 80
21179||||||60|27|EVA 2|STA 3, SPL 3215, 20, 35, 40, 55, 60, 75, 80
21180||||||60|27|EVA 2|STA 3, SPL 3215, 20, 35, 40, 55, 60, 75, 80
21181||||||60|27|EVA 2|STA 3, LRV FLOOR
21182||||||60|27|EVA 2|STA 3, LRV FLOOR. OVEREXPOSEO
21183|||||||||BLANK
21184|||||||||BLANK
21185|||||||||BLANK
21186||||||500|37|EVA 3|STA 6, N MASSIF
21187||||||500|37|EVA 3|STA 6, N MASSIF, FOGGED
21188||||||500|37|EVA 3|STA 6, N MASSIF
21189||||||500|37|EVA 3|STA 6, N MASSIF
21190||||||500|37|EVA 3|STA 6, N MASSIF
21191||||||500|37|EVA 3|STA 6, N MASSIF
21192||||||500|37|EVA 3|STA 6, N MASSIF
21193||||||500|37|EVA 3|STA 6, N MASSIF
21194||||||500|37|EVA 3|STA 6, TOWARD STA 3
21195|||||||||BLANK
21196||||||500|37|EVA 3|STA 6, TOWARD STA 3
21197||||||500|37|EVA 3|STA 6, TOWARD STA 2
21198||||||500|37|EVA 3|STA 6, TOWARD STA 2
21199||||||500|37|EVA 3|STA 6, TOWARD STA 2
21200||||||500|37|EVA 3|STA 6, TOWARD STA 2
21201||||||500|37|EVA 3|STA 6, TOWARD STA 2
21202||||||500|37|EVA 3|STA 6, TOWARD STA 2
21203||||||500|37|EVA 3|STA 6, LM
21204||||||500|37|EVA 3|STA 6, LM
21205||||||500|37|EVA 3|STA 6, LM
21206||||||500|37|EVA 3|STA 6, TOWARD STA 3
21207||||||500|37|EVA 3|STA 6, TOWARD STA 3
21208||||||500|37|EVA 3|STA 6, S MASSIF
21209||||||500|37|EVA 3|STA 6, S MASSIF
21210||||||500|37|EVA 3|STA 6, S MASSIF
21211||||||500|37|EVA 3|STA 6, S MASSIF
21212||||||500|38|EVA 3|STA 9, N MASSIF
21213||||||500|38|EVA 3|STA 9, N MASSIF
21214||||||500|38|EVA 3|STA 9, N MASSIF
21215||||||500|38|EVA 3|STA 9, N MASSIF
21216||||||500|38|EVA 3|STA 9, N MASSIF
21217||||||500|38|EVA 3|STA 9, N MASSIF
21218||||||500|38|EVA 3|STA 9, N MASSIF
21219||||||500|38|EVA 3|STA 9, N MASSIF
21220||||||500|38|EVA 3|STA 9, N MASSIF
21221||||||500|38|EVA 3|STA 9, N MACSIF
21222||||||500|38|EVA 3|STA 9, N MASSIF
21223||||||500|38|EVA 3|STA 9, N MASSIF
21224||||||500|38|EVA 3|STA 9, N MASSIF
21225||||||500|38|EVA 3|STA 9, N MASSIF
21226||||||500|38|EVA 3|STA 9, N MASSIF
21227||||||500|38|EVA 3|STA 9, N MASSIF
21228||||||500|38|EVA 3|STA 9, N MASSIF
21229||||||500|38|EVA 3|STA 9, N MASSIF
21230||||||500|38|EVA 3|STA 9, BASE OF N MASSIF
21231||||||500|38|EVA 3|STA 9, BASE OF N MASSIF
21232||||||500|38|EVA 3|STA 9, BASE OF N MASSIF
21233||||||500|38|EVA 3|STA 9, BASE OF N MASSIF
21234||||||500|38|EVA 3|STA 9, BASE OF N MASSIF
21235||||||500|38|EVA 3|STA 9, BASE OF N MASSIF
21236||||||500|38|EVA 3|STA 9, BASE OF N MASSIF
21237||||||500|38|EVA 3|STA 9, BASE OF N MASSIF
21238||||||500|38|EVA 3|STA 9, BASE OF N MASSIF
24239||||||500|38|EVA 3|STA 9, E OF N MASSIF
21240||||||500|38|EVA 3|STA 9, E OF N MASSIF
21241||||||500|38|EVA 3|STA 9, E OF N MASSIF
21242||||||500|38|EVA 3|STA 9, E OF N MASSIF
21243||||||500|38|EVA 3|STA 9, E OF N MASSIF
21244||||||500|38|EVA 3|STA 9, E OF N MASSIF
21245||||||500|38|EVA 3|STA 9, E OF N MASSIF
21246||||||500|38|EVA 3|STA 9, E OF N MASSIF
21247||||||500|38|EVA 3|STA 9, E OF N MASSIF
21248||||||500|38|EVA 3|STA 9, E OF N MASSIF
21249||||||500|38|EVA 3|STA 9, BOULDER TRACKS ON N MASSIF
21250||||||500|38|EVA 3|STA 9, BOULDER TRACKS ON N MASSIF
21251||||||500|38|EVA 3|STA 9, BOULDER TRACKS ON N MASSIF
11252||||||500|38|EVA 3|STA 9, BOULDER TRACKS QN N MASSIF
21253||||||500|38|EVA 3|STA 9, BOULDER TRACKS ON N MASSIF
21254||||||500|38|EVA 3|STA 9, BOULDER TRACKS ON N MASSIF
21255||||||500|38|EVA 3|STA 9, BOULDER TRACKS QN N MASSIF
21256||||||500|38|EVA 3|STA 9, BOULDER TRACKS ON N MASSIF
21257||||||500|38|EVA 3|STA 9, BOULDER TRACKS ON N MASSIF
21258||||||500|38|EVA 3|STA 9, BOULDER TRACKS ON N MASSIF
21259||||||500|38|EVA 3|STA 9, BOULDER TRACKS ON N MASSIF
21260||||||500|38|EVA 3|STA 9, BOULDER TRACKS ON N MASSIF
21261||||||500|38|EVA 3|STA 9, BOULDER TRACKS ON N MASSIF
21262||||||500|38|EVA 3|STA 9, BOULDER TRACKS ON N MASSIF
21263||||||500|38|EVA 3|STA 9, BOULDER TRACKS ON N MASSIF
21264||||||500|38|EVA 3|STA 9, BOULDER TRACKS ON N MASSIF
21265||||||500|38|EVA 3|STA 9, BOULDER TRACKS ON N MASSIF
21266||||||500|38|EVA 3|STA 9, BOULDER TRACKS ON N MASSIF
21267||||||500|38|EVA 3|STA 9, BOULDER TRACKS ON N MASSIF
21268||||||500|38|EVA 3|STA 9, BOULDER TRACKS ON N MASSIF
21269|||||||||BLANK
21270|||||||||BLANK
21271|||||||||BLANK
21272|||||||||BLANK
21273|||||||||BLANK
21274|||||||||BLANK
21275|||||||||BLANK
21276|||||||||BLANK
21277|20.4 N|031.6 E|68|298|112|60|57|REV 62|MARALDI, APOLLO 17 LANDING SITE
21278|20.6 N|030.8 E|65|301|112|60|57|REV 62|MARALDI, APOLLO 17 LANDING SITE
21279|20.0 N|030.8 E|59|303|112|60|57|REV 62|MARALDI, APOLLO 17 LANDING SITE
21280|20.0 N|031.0 E|54|308|112|60|57|REV 62|VITRUVIUS, APOLLO 17 LANDING SITE
21281|20.2 N|031.1 E|47|319|112|60|57|REV 62|VITRUVIUS, APOLLO 17 LANDING SITE
21282|20.4 N|030.8 E|33|006|113|60|57|REV 62|LITTROW, APOLLO 17 LANDING SITE
21283|28.1 N|002.7 E|54|355|113|60|30|REV 62|AUTOLYCUS, APOLLO 15 LANDING SITE
21284|19.1 S|117.1 E|44|196|114|60|27|REV 64|FERMI, W OF
21285|09.5 S|099.0 E|33|281|113|60|46|REV 64|GANSKY
21286|15.0 N|011.5 W|63|207|114|60|23|REV 65|ERATOSTHENES
21287|10.0 N|020.0 W|68|201|114|60|16|REV 65|COPERNICUS, RAINS, SEA OF
21288|10.0 N|020.2 W|68|201|114|60|15|REV 65|COPERNICUS, RAINS, SEA OF
21289|14.6 N|021.7 W|62|166|115|60|14|REV 65|COPERNICUS, RAINS, SEA OF
21290|15.1 N|024.0 W|60|180|115|60|11|REV 65|COPERNICUS, RAINS, SEA OF
21291|16.9 N|026.8 W|55|191|115|60|09|REV 65|TOBIAS MAYER, RAINS, SEA OF
21292|18.0 N|028.6 W|48|187|115|60|07|REV 65|TOBIAS MAYER, RAINS, SEA OF
21293|16.9 N|031.5 W|57|209|115|60|04|REV 65|TOBIAS MAYER, RAINS, SEA OF
21294|16.7 N|030.3 W|54|190|115|60|05|REV 65|TOBIAS MAYER, RAINS, SEA OF
21295|17.1 N|032.3 W|54|202|115|60|03|REV 65|TOBIAS MAYER, RAINS, SEA OF
21296|02.8 N|063.8 E|30|228|112|60|79|REV 66|WEBB, FOAMING SEA
21297|23.4 N|029.4 W|16|318|115|60|07|REV 66|EULER
21298|01.9 S|084.8 E|35|033|112|60|57|REV 68|SMYTH'S SEA
21299|01.8 S|084.6 E|34|033|112|60|57|REV 68|SMYTH'S SEA
21300||||||60||REV 71|EARTHSET FROM CSM
21301||||||60||REV 71|EARTHSET FROM CSM
21302|19.6 S|128.3 E|09|214|112|60|07|REV 72|TSIOLKOVSKY
21303|18.7 S|128.6 E|21|207|112|60|09|REV 72|TSIOLKOVSKY
21304|20.1 S|128.2 E|08|071|112|60|09|REV 72|TSIOLKOVSKY
21305|16.9 S|129.4 E|45|227|112|60|08|REV 72|TSIOLKOYSKY, CHAUVENET
21306|14.9 S|130.5 E|57|222|112|60|07|REV 72|TSIOLKOVSKY, LANE
21307|21.0 S|127.0 E|35|067|112|60|10|REV 72|TSIOLKOVSKY
21308|20.0 S|124.1 E|46|075|111|60|13|REV 72|TSIOLKOVSKY, FERMI
21309|20.5 S|124.2 E|57|075|111|60|13|REV 72|TSIOLKOVSKY, FERMI
21310|24.7 N|003.2 E|54|060|115|60|41|REV 72|ARATUS, APOLLO 15 LANDING SITE
21311|25.0 N|003.3 E|56|059|115|60|40|REV 72|ARATUS, APOLLO 15 LANDING SITE
21312|09.4 N|039.7 E|31|210|112|60|78|REV 73|CAUCHY, TRANQUILITY, SEA OF
21313|09.8 N|039.0 E|29|206|112|60|77|REV 73|CAUCHY, TRANQUILITY, SEA OF
21314|10.0 N|038.1 E|31|217|112|60|77|REV 73|CAUCHY, TRANQUILITY, SEA OF
21315|10.2 N|037.0 E|34|225|112|60|76|REV 73|CAUCHY, TRANQUILITY, SEA OF
21316|10.2 N|036.2 E|38|230|112|60|75|REV 73|CAUCHY SCARP, TRANQUILITY, SEA OF
21317|10.7 N|035.3 E|36|228|112|60|74|REV 73|CAUCHY SCARP, TRANQUILITY, SEA OF
21318|11.4 N|037.4 E|17|182|112|60|75|REV 73|CAUCHY A, TRANQUILITY, SEA OF
21319|11.8 N|037.0 E|13|182|112|60|75|REV 73|CAUCHY A, TRANQUILITY, SEA OF
21320|10.6 N|034.7 E|82|225|112|60|74|REV 73|SINAS, TRANQUILITY, SEA OF
21321|10.8 N|034.3 E|38|277|112|60|74|REV 73|SINAS, TRANQUILITY, SEA OF
21322|19.2 N|004.4 W|38|187|115|60|37|REV 73|APENNINE MTS, WALLACE A, B
21323|19.3 N|001.5 W|37|186|115|60|37|REV 73|APENNINE MTS, WALLACE A, B
21324|||||||||BLANK
21325|||||||||BLANK
21326|||||||||BLANK
21327|23.2 S|133.5 E|30|225|112|250|02|REV 74|STARK, NW OF
21328|23.7 S|133.2 E|35|220|112|250|02|REV 74|STARK, NW OF
21329|24.3 S|132.7 E|43|219|112|250|03|REV 74|STARK, W OF
21330|25.1 S|132.0 E|49|218|112|250|03|REV 74|STARK, W OF
21331|26.3 S|131.0 E|55|217|112|250|04|REV 74|WATERMAN, E OF
21332|21.8 S|132.0 E|11|227|111|250|03|REV 74|TSIOLKOVSKY, SE RIM
21333|22.2 S|131.7 E|17|227|111|250|04|REV 74|TSIOLKOVSKY, SE RIM
21334|22.5 S|131.4 E|21|226|111|250|04|REV 74|TSIOLKOVSKY, SE RIM
21335|22.8 S|131.1 E|26|221|111|250|04|REV 74|TSIOLKOVSKY, SE RIM
21336|23.1 S|130.9 E|28|219|111|250|04|REV 74|TSIOLKOVSKY, SE RIM
21337|23.7 S|130.4 E|39|218|111|250|05|REV 74|TSIOLKOVSKY, SE RIM
21338|24.4 S|130.1 E|45|214|111|250|05|REV 74|WATERMAN, NE RIM
21339|25.4 S|129.4 E|51|211|111|250|06|REV 74|WATERMAN
21340|20.8 S|131.5 E|08|300|111|250|04|REV 74|TSIOLKOVSKY, SE RIM
21341|21.3 S|131.1 E|09|241|111|250|04|REV 74|TSIOLKOVSKY, SE RIM
21342|21.5 S|131.1 E|10|221|111|250|04|REV 74|TSIOLKOVSKV, SE RIM
21343|21.9 S|131.0 E|16|211|111|250|04|REV 74|TSIOLKOVSKY, SE RIM
21344|22.5 S|130.8 E|23|206|111|250|05|REV 74|TSIOLKOVSKY, SE RIM
21345|22.8 S|130.5 E|27|205|111|250|05|REV 74|TSIOLKOVSKY, SE RIM
21346|23.5 S|130.3 E|35|203|111|250|05|REV 74|TSIOLKOVSKY, SE RIM
21347|24.0 S|130.0 E|40|202|111|250|05|REV 74|TSIOLKOVSKY, SE RIM
21348|24.8 S|129.3 E|47|205|111|250|06|REV 74|WATERMAN, NE RIM
21349|26.2 S|128.3 E|55|207|111|250|07|REV 74|WATERMAN
21350|20.9 S|130.8 E|VERT||111|250|05|REV 74|TSIOLKOVSKY, E FLOOR
21351|||||||||BLANK
21352||||||60|36|PRE EVA 3|STA LM, LM WINDOW PAN, LRV, FLAG
21353||||||60|36|PRE EVA 3|STA LM, LM WINDOW PAN, LRV, FLAG
21354||||||60|36|PRE EVA 3|STA LM, LM WINDOW PAN, LRV, FLAG
21355||||||60|36|PRE EVA 3|STA LM, LM WINDOW PAN
21356||||||60|36|PRE EVA 3|STA LM, LM WINDOW PAN
21357||||||60|36|PRE EVA 3|STA LM, LM WINDOW PAN
21358||||||60|36|PRE EVA 3|STA LM, LM WINDOW PAN
21359||||||60|36|EVA 3|STA LM, PAN
21360||||||60|36|EVA 3|STA LM, PAN
21361||||||60|36|EVA 3|STA LM, PAN
21362||||||60|36|EVA 3|STA LM, PAN
21363||||||60|36|EVA 3|STA LM, PAN
21364||||||60|36|EVA 3|STA LM, PAN
21365||||||60|36|EVA 3|STA LM, PAN
21366||||||60|36|EVA 3|STA LM, PAN, FLAG
21367||||||60|36|EVA 3|STA LM, PAN, LRV, FLAG, LMP
21368||||||60|36|EVA 3|STA LM, PAN, LRV, FLAG, LMP
21369||||||60|36|EVA 3|STA LM, PAN, LRV, LMP, LM
21370||||||60|36|EVA 3|STA LM, PAN, LM
21371||||||60|36|EVA 3|STA LM, PAN, LM
21372||||||60|36|EVA 3|STA LM, PAN, LM
21373||||||60|36|EVA 3|STA LM, PAN, LM
21374||||||60|36|EVA 3|STA LM, PAN
21375||||||60|36|EVA 3|STA LM, PAN
21376||||||60|36|EVA 3|STA LM, PAN
21377||||||60|36|EVA 3|STA LM, PAN
21378||||||60|36|EVA 3|STA LM, PAN
21379||||||60|36|EVA 3|STA LM, PAN
21380||||||60|36|EVA 3|STA LM, PAN
21381||||||60|36|EVA 3|STA LM, CQSMIC AAV DETECTOR, SPL 0011
21382||||||60|36|EVA 3|STA LM, COSMIC RAY DETECTOR, SPL 0011
21383||||||60|36|EVA 3|STA LM, COSMIC RAY DETECTOR
21384||||||60|36|EVA 3|STA LM, COSMIC RAY DETECTOR
21385||||||60|36|EVA 3|STA LM, LMP, FLAG, LRV
21386||||||60|36|EVA 3|STA LM, LMP, FLAG, LRV
21387||||||60|36|EVA 3|STA LM, LMP, FLAG, LRV
21388||||||60|36|EVA 3|STA LM, CDR, FLAG, LRV
21389||||||60|36|EVA 3|STA LM, CDR, FLAG, LRV
21390||||||60|36|EVA 3|STA LM, CDR, FLAG, LRV
21391||||||60|36|EVA 3|STA LM, CDR, FLAG, LRV
21392||||||60|36|EVA 3|LRV TRAVERSE, STA SEP TO STA 6, SPL 6120
21393||||||60|36|EVA 3|LRV TRAVERSE, STA SEP TO STA 6
21394||||||60|36|EVA 3|LRV TRAVERSE, STA SEP TO STA 6
21395||||||60|36|EVA 3|LRV TRAVERSE, STA SEP TO STA 6
21396||||||60|36|EVA 3|LRV TRAVERSE, SPL 6135-37
21397||||||60|36|EVA 3|LRV TRAVERSE, SPL 6135-37
21398||||||60|36|EVA 3|LRV TRAVERSE, SPL 6135-37
21399||||||60|36|EVA 3|LRV TRAVERSE, STA SEP TO STA 6
21400||||||60|36|EVA 3|STA 6, LRV
21401||||||60|36|EVA 3|STA 6, SPL 6240, 6260, 6280
21402||||||60|36|EVA 3|STA 6, SPL 6240, 6260, 6280
21403||||||60|36|EVA 3|STA 6, SPL 6240, 6260, 6280
21404||||||60|36|EVA 3|STA 6, SPL 6240, 6260, 6280
21405||||||60|36|EVA 3|STA 6, SPL 6240, 6260, 6280, SCOOP
21406||||||60|36|EVA 3|STA 6, SPL 6240, 6260, 6280
21407||||||60|36|EVA 3|STA 6, SPL 6240, 6260, 6280
21408||||||60|36|EVA 3|STA 6, SPL 6240, 6260, 6280
21409||||||60|36|EVA 3|STA 6, SPL 6240, 6260, 6280, LRV
21410||||||60|36|EVA 3|STA 6, SPL 6215
21411||||||60|36|EVA 3|STA 6, SPL 6015
21412||||||60|36|EVA 3|STA 6, SPL 6015, 6215, LRV
21413||||||60|36|EVA 3|STA 6, SPL 6015
21414||||||60|36|EVA 3|STA 6, BOULDER CLOSEUP
21415||||||69|36|EVA 3|STA 6, BOULDER CLOSEUP
21416||||||60|36|EVA 3|STA 6, BOULDER CLOSEUP
21417||||||60|36|EVA 3|STA 6, BOULDER CLOSEUP
21418||||||60|36|EVA 3|STA 6, BOULDER CLOSEUP
21419||||||60|36|EVA 3|STA 6, BOULDER CLOSEUP
21420||||||60|36|EVA 3|STA 6, BOULDER CLOSEUP, SPL 6215
21421||||||60|36|EVA 3|STA 6, BOULDER CLOSEUP
21422||||||60|36|EVA 3|STA 6, BOULDER CLOSEUP, SPL 6215
21423||||||60|36|EVA 3|STA 6, BOULDER CLOSEUP
21424||||||60|36|EVA 3|STA 6, BOULDER CLOSEUP, SPL 6215
21425||||||60|36|EVA 3|STA 6, BOULDER CLOSEUP
21426||||||60|36|EVA 3|STA 6, BOULDER CLOSEUP
21427||||||60|36|EVA 3|STA 6, BOULDER CLOSEUP
21428||||||60|36|EVA 3|STA 6, BOULDER CLOSEUP
21429||||||60|36|EVA 3|STA 6, BOULDER CLOSEUP
21430||||||60|36|EVA 3|STA 6, BOULDER CLOSEUP
21431||||||60|36|EVA 3|STA 6, BOULDER CLOSEUP
21432||||||60|36|EVA 3|STA 6, BOULDER CLOSEUP
21433||||||60|36|EVA 3|STA 6, BOULDER CLOSEUP
21434||||||60|36|EVA 3|STA 6, BOULDER CLOSEUP
21435||||||60|36|EVA 3|STA 6, BOULDER, SPL 6315
21436||||||60|36|EVA 3|STA 6, BOULDER, SPL 6315
21437||||||60|36|EVA 3|STA 6, BOULDER, SPL 6315
21438||||||60|36|EVA 3|STA 6, BOULDER, SPL 6315
21439||||||60|36|EVA 3|STA 6, BOULDER, SPL 6315
21440||||||60|36|EVA 3|STA 6, BOULDER
21441||||||60|36|EVA 3|STA 6, SPL6235-39,6255,6275,6295,6305-07
21442||||||60|36|EVA 3|STA 6, SPL 6315, 6320, BOULDER
21443||||||60|36|EVA 3|STA 6, SPL 6315, 6320, BOULDER
21444||||||60|36|EVA 3|STA 6, SPL 6315, 6320, 6235-39, 6305-07
21445||||||60|36|EVA 3|STA 6, SPL 6315, 6320, 6235-39, 6305-07
21446||||||60|36|EVA 3|STA 6, SPL 6315, 6320, BOULDER
21447||||||60|36|EVA 3|STA 6, SPL 6315, 6320, 6255, BOULDER
21448||||||60|36|EVA 3|STA 6, SPL 6315, 6320, 6255, BOULDER
21449||||||60|36|EVA 3|STA 6, SPL 6315, 6320, 6255, BOULDER
21450||||||60|36|EVA 3|STA 6, SPL 6315, 6320, BOULDER
21451||||||60|36|EVA 3|STA 6, SPL 6315, 6320, BOULDER
21452||||||60|36|EVA 3|STA 6, SPL 6315, 6320, 6295, BOULDER
21453||||||60|36|EVA 3|STA 6, SPL6315,6320,6235-39,6255,6305-07
21454||||||60|36|EVA 3|STA 6, SPL 6315, 6320, 6235-39, 6305-07
21455||||||60|36|EVA 3|STA 6, SPL 6315, 6320, 6295, BOULDER
21456||||||60|36|EVA 3|STA 6, SPL 6315, 6320, 6255, 5275
21457||||||60|36|EVA 3|STA 6, SPL 6315, 6320, 6295, BOULDER
21458||||||60|36|EVA 3|STA 6, SPL 6315, 6320, 6255, 6275
21459||||||60|36|EVA 3|STA 6, SPL 6315, 6320, 6255, 6275
21460||||||60|36|EVA 3|STA 6, SPL 6315, 6320
21461||||||60|36|EVA 3|STA 6, SPL 6315, 6320
21462||||||60|36|EVA 3|STA 6, SPL 6315, 6320
21463||||||60|36|EVA 3|STA 6, SPL 6315, 6320, BOULDER
21464||||||60|36|EVA 3|STA 6, SPL 6315, 6320, BOULDER
21465||||||60|36|EVA 3|STA 6, SPL 6315, 6320, BOULDER
21466||||||60|36|EVA 3|STA 6, SPL 6315, 6320, BOULDER
21467||||||60|36|EVA 3|STA 6, SPL 6315, 6320, BOULDER
21468||||||60|36|EVA 3|STA 6, SPL 6315, 6320, BOULDER
21469||||||60|36|EVA 3|STA 6, SPL 6315, 6320, BOULDER
21470||||||60|36|EVA 3|STA 6, SPL 6315, 6320, BOULDER
21471||||||60|36|EVA 3|STA 6, SPL 6315, 6320, BOULDER
21472||||||60|36|EVA 3|STA 6, SPL 6315, 6320, BOULDER
21473||||||60|36|EVA 3|STA 6, SPL 6315, 6320, BOULDER
21474||||||60|36|EVA 3|STA 6, SPL 6315, 6320, BOULDER
21475||||||60|36|EVA 3|STA 6, SPL 6315, 6320, BOULDER
21476||||||60|36|EVA 3|STA 6, SPL 6315, 6320, BOULDER
21477||||||60|36|EVA 3|STA 6, SPL 6315, 6320, BOULDER
21478||||||60|36|EVA 3|STA 6, SPL 6315, 6320, BOULDER
21479||||||60|36|EVA 3|STA 6, SPL 6315, 6320, BOULDER
21480||||||60|36|EVA 3|STA 6, SPL 6315, 6320, 6295, BOULDER
21481||||||60|36|EVA 3|STA 6, SPL 6315, 6320, BOULDER
21482||||||60|36|EVA 3|STA 6, SPL 6315, 6320, BOULDER
21483||||||60|36|EVA 3|STA 6, PAN
21484||||||60|36|EVA 3|STA 6, PAN
21485||||||60|36|EVA 3|STA 6, PAN
21486||||||60|36|EVA 3|STA 6, PAN
21487||||||60|36|EVA 3|STA 6, PAN
21488||||||60|36|EVA 3|STA 6, PAN
21489||||||60|36|EVA 3|STA 6, PAN
21490||||||60|36|EVA 3|STA 6, PAN
21491||||||60|36|EVA 3|STA 6, PAN, LRV
21492||||||60|36|EVA 3|STA 6, PAN, LRV
21493||||||60|36|EVA 3|STA 6, PAN, LRV
21494||||||60|36|EVA 3|STA 6, PAN, LRV
21495||||||60|36|EVA 3|STA 6, PAN, LRV
21496||||||60|36|EVA 3|STA 6, PAN, LMP
21497||||||60|36|EVA 3|STA 6, PAN, LMP
21498||||||60|36|EVA 3|STA 6, PAN, LMP
21499||||||60|36|EVA 3|STA 6, PAN
21500||||||60|36|EVA 3|STA 6, PAN
21501||||||60|36|EVA 3|STA 6, PAN
21502||||||60|36|EVA 3|STA 6, PAN
21503||||||60|36|EVA 3|STA 6, PAN
21504||||||60|36|EVA 3|STA 6, PAN
21505||||||60|36|EVA 3|STA 6, PAN
21506||||||60|36|EVA 3|STA 6, PAN
21507||||||60|36|EVA 3|STA 6, PAN
21508||||||60|36|EVA 3|STA 6, PAN
21509||||||60|36|EVA 3|STA 6, PAN
21510||||||60|36|EVA 3|STA SEP, SURFACE ELECTRICAL PROPERTIES
21511||||||60|36|EVA 3|STA SEP, SURFACE ELECTRICAL PROPERTIES
21512||||||60|36|EVA 3|STA SEP, PARTIAL PAN. LM, LRV
21513||||||60|36|EVA 3|STA SEP, PAR PAN, LM, SURF ELEC PROP
21514||||||60|36|EVA 3|STA SEP, PAR PAN, LM, SURF ELEC PROP
21515||||||60|36|EVA 3|STA SEP, PAR PAN, LRV
21516||||||60|36|EVA 3|STA SEP, PAR PAN, LM, SURF ELEC PROP
21517||||||60|36|EVA 3|STA SEP, PAR PAN, LM, SURF ELEC PROP
21518||||||60|36|EVA 3|LRV TRAVERSE, STA SEP TO STA 6
21519||||||b0|36|EVA 3|LRV TRAVERSE, STA SEP TO STA 6
21520||||||60|36|EVA 3|LRV TRAVERSE, STA SEP TO STA 6
21521||||||60|36|EVA 3|LRV TRAVERSE, STA SEP TO STA 6
21522||||||60|36|EVA 3|LRV TRAVERSE, STA SEP TO STA 6
21523||||||60|36|EVA 3|LRV TRAVERSE, STA SEP TO STA 6
21524||||||60|36|EVA 3|LRV TRAVERSE, STA SEP TO STA 6
21525||||||60|36|EVA 3|LRV TRAVERSE, STA SEP TO STA 6
21526||||||60|36|EVA 3|LRV TRAVERSE, STA SEP TO STA 6
21527||||||60|36|EVA 3|LRV TRAVERSE, STA SEP TO STA 6
21528||||||60|36|EVA 3|LRV TRAVERSE, STA SEP TO STA 6
21529||||||60|36|EVA 3|LRV TRAVERSE, STA SEP TO STA 6
21530||||||60|36|EVA 3|LRV TRAVERSE, STA SEP TO STA 6
21531||||||60|36|EVA 3|LRV TRAVERSE, STA SEP TO STA 6
21532||||||60|36|EVA 3|LRV TRAVERSE, STA SEP TO STA 6
21533||||||60|36|EVA 3|LRV TRAVERSE, STA SEP TO STA 6
21534||||||60|36|EVA 3|LRV TRAVERSE, STA SEP TO STA 6
21535||||||60|36|EVA 3|LRV TRAVERSE, STA SEP TO STA 6
21536||||||60|36|EVA 3|LRV TRAVERSE, STA SEP TO STA 6
21537||||||60|36|EVA 3|LRV TRAVERSE, STA SEP TO STA 6
21538||||||60|36|EVA 3|LRV TRAVERSE, STA SEP TO STA 6
21539||||||60|36|EVA 3|LRV TRAVERSE, STA SEP TO STA 6
21540||||||60|36|EVA 3|LRV TRAVERSE, STA SEP TO STA 6
21541||||||60|36|EVA 3|LRV TRAVERSE, STA SEP TO STA 6
21542||||||60|36|EVA 3|LRV TRAVERSE, STA SEP TO STA 6, SPL 6120
21543||||||60|36|EVA 3|LRV TRAVERSE, STA SEP TO STA 6, SPL 6120
21544||||||60|36|EVA 3|LRV TRAVERSE, STA SEP TO STA 6, SPL 6120
21545||||||60|36|EVA 3|LRV TRAVERSE, STA SEP TO STA 6
21546||||||60|36|EVA 3|LRV TRAVERSE, STA SEP TO STA 6
21547||||||60|36|EVA 3|LRV TRAVERSE, STA SEP TO STA 6
21548||||||60|36|EVA 3|LRV TRAVERSE, STA SEP TO STA 6
21549||||||60|36|EVA 3|LRV TRAVERSE, STA SEP TO STA 6
21550||||||60|36|EVA 3|LRV TRAVERSE, STA SEP TO STA 6
21551||||||60|36|EVA 3|LRV TRAVERSE, STA SEP TO STA 6
