Tape 91A/16|||
|CDR-LM|Oh, okay. I really wanted to know whether it was irridated [sic] ham or frankfurter morning, and I guess we can work that out.|
|CC|"Roger, Gene. Apparently, the Surgeon is happy with either of those days. And we want you to turn to - right now, to 5-7 in the checklist and perform that - one particular step at 150 hours, which will prevent the computer clock from overflowing. And that's the ""PROCEED, VERB 37 ENTER, 06 ENTER, PROCEED"" step. We'll stand by for that. Give us a mark as you start it. Over."|
06 03 51 34|CDR-LM|Okay, we're starting.|
06 03 51 36|CDR-LM|PRO. PROCEED, VERB 37 ENTER - VERB 30 -|
06 03 52 00|CDR-LM|Okay, Joe. You don't want me to go on the VERB 90 - You're not going to give us an update, huh?|
06 03 52 07|CC|No update required. That was just to prevent an overflow. And then I'm ready for the quick changes in the Lunar Surface Checklist when you are.|
06 03 52 45|LMP-LM|Okay, Joe, go ahead.|
|CC|"Okay. Begin by putting the demand REG Bravo to CABIN position and leave the demand REG Alfa in the - in the CABIN position where it now is. And I'll continue on with the changes in the checklist here. Page 5-6, left-hand side, where it reads ""Configure ETB."" The - the fourth line down that starts out ""Four B&W mags,"" they should read, ""Hotel, India, Juliet, and Romeo in LCG compartment."" Then going up to the right-hand side under ""Stow in ETB,"" change the line ""One B&W mag Romeo"" to read ""One B&W mag Kilo."" Over."|
|LMP-LM|"Okay, Joe. I changed the mags in the ""Empty"" from Kilo to Romeo and the mag in ""Stow"" from Romeo to Kilo."|
|||
Tape 99A/4|||
|CC|Okay, that sounds like the thing to do. And a note on your demand regulators. We're showing that the demand regulator Alfa is - has good integrity and we're now in the process of checking the demand regulator Bravo. I've got a couple of fairly quick questions here when you're ready for those.|
|CDR-LM|Okay, Joe. Go ahead with your questions, and integrity is certainly what we need around here, right?|
|CC|Okay. Jack, a question for you to begin with. Is your gold visor sticking halfway down? Apparently, that's based on a discussion earlier. Over.|
|CDR-LM|Yes. Apparently his visor is sticking.|
|CDR-LM|Which one? The gold visor? No, he said his sunshade is sticking halfway down, but his gold visor's not.|
|CC|Okay, that answers the question. We couldn't tell from the TV whether it was the visor or the sunshade. That's fine. We also heard some discussion about possible wear in the seats of the suits when you were dusting each other off. We want to know if you could see the - any hint of the aluminum layers showing through in the suits. Over.|
|CDR-LM|No, Joe. Not to worry. It's just a few scars on the PLSS thermal blanket in back where you probably rub the seat when you get in. Nothing on the suits.|
|CC|Okay, Geno. Now two real quick geology questions that will help us do the planning for your EVA tomorrow. The first one has to do with station 4. And you called out some material on the rim there -the crater at station 4 - which looked like bedded spatter. And we're wondering if that resembled things that - that you'd seen in Hawaii? Over.|
06 03 57 03|LMP-LM|Hey, Joe, I think they misheard. I think I may have said shattered and you might of said - thought|
|||
||Tape 99A/5|
||spattered. No, I didn't - neither one of us intended to leave that impression. The rock - the big rock we sampled was - looked like shattered -intensely shattered gabbro, such as we've had around the LM. The rocks, probably more significantly, that Gene - one of which Gene picked up with the fine-grained vesicular basalt - cor> -ely vesicular basalts. And we didn't have any time to really examine the interrelationships of those rock types there, but those were the two fragment types we s aw.|
|CC|Okay, Jack. That's quite clear to us now. Also a question about station 4 - -|
|LMP-LM|Joe - Joe.|
|CC|Okay, go ahead.|
06 03 58 04|LMP-LM|The bottom of that crater, now, had material that was extremely disorganized in its aspect and, really, we didn't have time to examine it in detail in order to decide why it was disorganized. It did not necessarily look like the boulder that we sampled at the rim.|
|CC|Okay, Jack. Understand that. A question about the boulder you sampled at the rim. Would you compare the basalt in this boulder to - which I -you may have called a gabbro, I'm not sure - in any case the basalt - to samples which you collected at Camelot and at ALSEP. Over.|
|LMP-LM|Well, ny impression was that they were the same rock types.|
|CC|Okay, that's our impression, too. Thank you. That's - that's it for us on the questions. And for information, we're showing your cabin pressure is holding fairly steady even with both those demand regs on.|
|||
Tape 99A/6|||
|CDR-LM|Okay. Keep watching it for us, would you, and let us know. I expect one of them is probably leaking pretty slow.|
|CC|You have no - no worry about that, Gene. We're looking at it real close.|
|CDR-LM|How's - how's America looking to you?|
|CC|It is just as clean as a whistle.|
|CDR-LM|It may not be when we get back there, judging from the looks - looks of us. That's good to hear, though. It's a good bird. So is this one.|
|LMP-LM|Joe, is there any - You got any more debriefing questions?|
|CC|Negative, Jack. And we're interested that you move right along so we can get you - get you turned in there and get some rest.|
|LMP-LM|We're moving. We're eating now, and we're - we're - we feel the same way, I think.|
|CC|Troops, enjoy your meal there. And at your convenience, you can go ahead with the feedwater recharge. We want you to hold off on the oxygen * recharge until we watch these regs for about another 10 minutes. And give us a mark if you do start the water recharge, please. Over.|
06 04 01 36|CDR-LM|Okay.|
|CC|And if there are any ways we can cut corners on the time here, it'll be helping us, because we're still looking at - at being down a couple of hours nearly.|
|CDR-LM|Okay, Joe. We're working at it as fast as we can. Best place in the world to make it up is tomorrow night.|
|CC|Right, Geno, and we - actually, we're going to pick up a good one shortly, because we're coining|
|||
||Tape 99A/7|
||up to a pad in the time line. So, as long as we don't waste too much time, we're doing pretty well.|
|CDR-LM|Okay; be assured we're not. There's just a certain amount of housekeeping we have to do. But, very seriously, day after tomorrow is a very short day, and I think we ought to look at making up any time. I'm a hold-faster' on sleep periods but tomorrow is the one that I think is flexible.|
|CC|Roger. We hear you.|
o6 04 06 12|LMP-LM|Hey, Joe. This is Jack. We're eating here. Won't be too long at it, but if you've got any significant news or anything, why don't you give it to us?|
|CC|Jack, I don't know if it's significant news, but at least I know you will be interested. Both your demand regs look good now. We show no evidence of a leak there and it may have been that just recycling them reseated them and solved whatever problem we had. You can go ahead with the 0g recharge on the PLSS and the water recharge at your convenience. And let me poll the room here for other news items. Over.|
06 04 08 21|CDR-LM|Okay, Joe, we're starting an 0? charge of the CDR's PLSS, 10 minutes.|
|CC|Okay.|
06 04 13 29|CC|Challenger, this is Houston.|
|LMP-LM|Go ahead, Joe.|
|CC|Roger. This is a news report to eat by. I'll combine an orbital science report with a sports report, an unusual combination here. I'll start out with a sports report on Monday night football, which you may not have heard yet. Joe Namath tried mightily to lead the New York Jets into the|
|||
Tape 99A/8|||
||American Football League playoffs, but the Oakland Raiders grounded the Jets in a fourth quarter 24 to 16 blitz. Namath passed for more than 400 yards but, in spite of it, New York scored only cue touchdown. Moving along to the successes of Captain America, I'll run down different items in the SIM bay here, beginning with the UV spectrometer. In general, the data has been excellent. We're getting indications that the hydrogen atmosphere of the Moon is much less than expected. In fact, I don't think we're detecting any, but rather setting a limit on the amount of hydrogen around the Moon. There was an Aerobee launch -an attempt at an Aerobee launch - from White Sands on Monday to calibrate solar UV radiation, but this launch failed because an instrument viewing port in the rocket failed to open. A second launch - let's see - was scheduled, I think, for today, and I don't know whether that was successful or not, I guess it'll be launched later today. The infrared scanning radiometer is performing beautifully. Indications are that subsolar-point surface temperatures are higher than we've detected from our Earth-based observations before. We're seeing many thermal anomolies, particularly in Procellarum and in the Procellarum area west of Copernicus. And we're seeing also a few unusual cold spots, which apparently are indicating areas of very fine soil with a few or no blocks in and on the soil. The lunar sounder data is beautiful, and the power monitor signals we find correlate with the surface features. And the HF data indicates to us that we are detecting a variety of layers in the mare areas.|
06 04 16 52|LMP-LM|Joe, this is Jack. Do you know where specifically they're seeing the hot spots west of Copernicus?|
|CC|Jack, I don't have it on the page in front of me here. We're going to check into it and I'll get back to you in a second.|
|CC|Jack, this is Houston. With regard to your questions on the hot spots, apparently they've not yet|
|||
||Tape 99A/9|
||indexed the - these warmer sources that they're detecting to the CSM ephemeris, and - and so they don't know exactly what they correspond to as far as the surface features themselves go. So I can't help you on that right now.|
|LMP-LM|Okay, Joe. Just curious.|
06 04 21 04|CC|And, Jack, TELMU handed me some numbers which I think you will be interested in. From the EVA-2 EMU summary, the elapsed EVA time was 7 hours plus 37 minutes plus 22 seconds for a new outdoor record under international rules. The rest of the sheet looks free from problems in a comforting way. Let's see, average metabolic rates - for you, Geno, 855; and, Jack, you're running at around 920, And that, relative to premission averages of around 850. And you have a grand total EVA time now of l4 hours 49 minutes and 35 seconds.|
06 04 22 19|LMP-LM|Very interesting numbers, Joe. Do you have any idea how the metabolic rate compared to yesterday?|
|CC|Good question. Let me ask on that one. Yesterday you were running at 1045 and 1090. So you're down considerably from your work rates of yesterday, which is good news. Maybe you're learning how to do it more easily or something like that.|
|CDR-LM|Yes, but we spent a lot of time riding today and a lot of time working yesterday.|
|CC|That's true. But I guess that's not taken into consideration of the average here. It's certainly true. We can ask for the metabolic rate of the Rover. I bet that is pretty impressive for today.|
|CDR-LM|Well, don't - don't get me wrong. Driving that Rover is ... But I'll tell you, it keeps your attention.|
|CC|I'm sure it does.|
|LMP-LM|It keeps the passenger's attention, too.|
|||
Tape 99A/10|||
|CC|I'm sure it does. We noted some comments when you were rolling along today - and reading between the lines from time to time.|
06 04 23 59|CDR-LM|"Actually, Joe, for good long spans on the run up to station 2, except when we had to pick our way up the Hole-in-the-Wall, I was running full bore at anywheres from, I guess, what'd I say, 10 to 12 to 15 clicks. I didn't hit 15 going up very much.. Coming down I did, but it's - it's really a ""stand by for turn and watch where you're going"" type of run. Because the small craters, - of course, are the ones that can really jolt you. But the trouble is, you can't - you can never see what's just over the next ridge, and the next ridge may be 20 meters away, and you just can't see it until you're there, and you don't know whether its a dish crater or pit crater."|
|CC|Roger, Gene. We copy that.|
|LMP-LM|Joe, that des -|
|CC|Go ahead.|
|LMP-LM|That description - that description fits the geology up in there, because we weren't seeing blocky rimmed craters and otherwise you would have been able to tell more easily about the old versus new craters, which would be the ones you could either go through or not go through, respectively.|
|CC|Roger.|
|CDR-LM|That's a super machine to drive though, Joe, I'll tell you. If you had enough time you could really learn to - to take it all the way. But you don't really do that, just the second time around.|
|CC|Geno, was it spraying dirt at you today? Could you - did you notice that you still missed the real fender and that the patch fender wasn't quite doing what - what maybe it could?|
|||
||Tape 99A/11|
|CDR-LM|No, sir, I don't think we missed it at all.|
|LMP-LM|Fact is, we're recommending a design change, Joe.|
|CC|That'll be for next year's model.|
06 04 26 32|CDR-LM|That's right.|
06 04 30 20|LMP-LM|Hey, Joe. Is it all right to use the waste management system?|
|CC|Roger. We're happy with those demand regs now. And you can proceed on with that and including all the - the - the PLSS recharges that you'll need to do as well.|
06 04 33 23|LMP-LM|Joe, we're filling n$r PISS with water now. You might check on the water quantity.|
06 04 33 29|CC|Roger. Thank you.|
||END OF TAPE|
|||
||Tape 100A/1|
|APOLLO|17 AIR-TO-GROUND VOICE TRANSCRIPTION|
06 04 43 11|CDR-LM|Joe, that should take care of my PLSS for tonight.|
|CC|Okay, Gene. Thank you. Out of curiosity, have you packed, or are you packing the ETB now?|
|CDR-LM|Yes. Jack's doing it right now.|
|CC|Okay; we've got a last minute change. We show that you - your mag Bravo is about 77 frames, and we'd like for you to leave it in the ETB - It is already in the ETB - and take it out with you tomorrow. We can shoot up the remaining frames if we run out of film, otherwise.|
|CDR-LM|Okay; fine. That goes along with our thinking.|
|CC|You know, apparently you made some comment earlier in the day about being bothered by comm noise during your egress from Challenger. Did that go away right away, or did it just cease to bother you, or what - what was the story on that?|
|CDR-LM|I don't remember; so, it must have gone away, because the comm was great.|
|CC|Okay; that's what we kind of assumed.|
|CDR-LM|Okay; we're charging Jack's PLSS with oxygen.|
|CC|Sounds good.|
06 04 59 44|CDR-LM|Houston, Challenger. The O2 is complete on - O2 FILL is complete on the LMPs PLSS, and we're working on the water.|
|CC|Roger.|
06 05 02 19|CC|Challenger, for your information, we're coming up on comm handover in about a minute and a half.|
|CDR-LM|Okay.|
|||
Tape 100A/2|||
06 05 07 33|CDR-LM|Hello, Houston; Challenger. The LMPs PLSS is charged.|
|CC|We copy it.|
|CDR-LM|Joe, how's the weather got down there? Any better?|
|CC|Geno, the weather is better. We were really socked in yesterday. That front's moved on through the Houston area, and it is cold and clear tonight, I suspect. It's been a while since we've been out, but they are calling for it to go down right near freezing.|
|CDR-LM|Okay. Thank you.|
06 05 36 12|LMP-LM|Hey, Joe; Challenger.|
|CC|Go ahead.|
|LMP-LM|They succeeded in leveling the gravimeter, yet?|
|CC|Jack, we'll check it, update our information on that, tfy understanding at the moment is that they've not, but - but they're thinking that the unit's just too cold and they're in the process of wanning it up by dumping heat into it by running some of the equipment around it and in it, and they've by no means given up - given up hope for that unit.|
|LMP-LM|I figure that means that n$r fooling around with it didn't help them.|
|CC|Apparently, it - it didn't do too much for then, but what it did do was convince them that it's probably somehow locked up because its temperature's not right yet. And they're not worrying about whether it's level or not level now. They're - they're confident that it's been set up okay, and now they're just biding their time to bring that temperature up. We'll get some more wordr. to you sometime tomorrow on it as you make your traditional visit to the site again - ALSEP site again, probably. How are you coining along with your sleep -prep?|
|||
||Tape 100A/3|
|CDR-LM|We're just about there, Joe. We picked up some time somewhere in here. Couldn't be much more than 1 hour behind.|
|CC|No, that's just about right. You're looking pretty good on that.|
|LMP-LM|If you get to sleep in the next 5 minutes, you're 1 hour behind.|
|CDR-LM|Yes, sir; we're - I'm putting ny hammock up now, as a matter of fact.|
|LMP-LM|What are you doing up so late?|
|CC|Well, somebody's got to sit up and keep you guys honest. I think we're getting more sleep down here than you are.|
|CDR-LM|Ah me.|
|CC|I might add that not only do we have to stay up late; we have to get up mighty early to keep you honest, too.|
|LMP-LM|Okay; you going to let us sleep 8 hours or what?|
|CC|That's affirm, Jack. We're - we're looking good on the time, and we're - Not only will you get, we hope, 8 hours of good sleep, but you'll have a full EVA tomorrow. So,.it's not costing us anything there.|
|LMP-LM|Sounds great, Joe. I - I fully expect it won't be much longer now.|
|CC|And, Gene, just for rough planning purposes, we'll start to figure your sleep period starting around 152:30. And we'11 be looking at your getting up around 8 hours from that time.|
|CDR-LM|Okay, Joe; I'll buy that.|
|CC|Might add, also, that there are a lot of us looking forward to that third EVA tomorrow. It's going|
|||
Tape 100A/4|||
||to be the last one on the lunar surface for some time.|
|CDR-LM|I tell you, if it's anywhere near what the first two were like, we're looking forward to it, also.|
|CC|Gene and Jack, we're still marveling at the > i-tiful television pictures that we're getting from your TV camera there. It's fun, in fact, to watch the - the tracks that you're leaving behind in -in the - the lunar soil, both footprints and Rover tracks. And some of us are down here now reflecting on what sort of mark or track will someday disturb the tracks that you leave behind there tomorrow.|
|CDR-LM|That's an interesting thought, Joe, but I think we all know that somewhere, someday, someone will be here to disturb those tracks.|
|CC|No doubt about it, Geno.|
|LMP-LM|Don't be too pessimistic, Joe. I think it's going to happen.|
|CC|Oh, there's no doubt about that. But it's fun to think about what sort of - of device will ultimately disturb your tracks.|
|LMP-LM|Well that device may look something like your little boy.|
|CC|Boy, he'd make short work of them.|
|LMP-LM|Joe, I'll tell you it's also a pretty philosophical thought to think that you're riding around out here on what is really undisturbed - undisturbed everything, you know. If there was someone here, way back when sometime, they didn't leave much -much sign of their whereabouts, but that's an interesting thought, too, as you drive around and all of a sudden cross your own Rover tracks and figure out those are the only ones that have maybe have ever been here.|
|CC|Very true.|
|||
||Tape 100A/5|
|LMP-LM|And with that, I'm rolling out wy hammock.|
|LMP-LM|Okay, Joe. I'm waving goodnight to you. I'm rolling up my overhead window cover.|
|CC|Okay, Gene and Jack. We'll say good night to you from down here, unless there's some other way can help you.|
|LMP-LM|No, sir. If there is, we'll give you a call, though.|
|CC|Just want to end by saying what a terrific job you did today, and really looking forward to tomorrow. Have a good 8-hours rest.|
|LMP-LM|Thank you, Joe. Tomorrow we answer all the unanswered questions. Right?|
06 05 45 22|CC|If not more.|
06 05 46 16|LMP-LM|...|
||END OF TAPE|
|||
||Tapes 101A-105A/1|
|APOLLO|17 AIR-TO-GROUND VOICE TRANSCRIPTION|
||REST PERIOD - NO COMMUNICATIONS|
|||
||Tape 10IB/I|
|APOLLO|17 AIR-TO-GROUND VOICE TRANSCRIPTION|
06 08 00 22|CC|Good morning, America. Hew are you?|
06 08 01 17|CMP|Hey, Houston. This is the command module pilot of the United States spaceship America, and we're ready to participate in another day's activity.|
|CC|Glad to hear it, Ron. Good morning.|
|CMP|Good morning.|
|CMP|I slept with my lightweight headset on last night so didn't have to have that cap on. Is the fidelity of this thing any good, at all?|
|CC|Pretty good, Ron. Pretty good. And as you start your morning's activities, you can be aware that we were watching the spacecraft through the night, and as Flight puts it, everything is swinging.|
06 08 02 21|CMP|Outstanding. That's what we like.|
06 08 06 26|CMP|Hey, it's still dark outside.|
|CC|We start work early around here.|
|CMP|Well, I guess.|
06 08 12 34|CMP|Hey, Houston; America.|
|CC|Go ahead.|
|CMP|You know, I'd just be kind of curious how the old heart rate compares to those sleep tests that we did - preflight? Is it about the same when I'm soundly asleep or is it lower or what, you know?|
|CC|Stand by, Ron, and I'll ask the men on my left.|
|||
Tape 101B/2|||
|CMP|Okay. You know, maybe they'll have that information.|
|CC|Roger. They think maybe 5 minutes. And we'll be back to you.|
06 08 13 30|CMP|Okay. No problem. Curiosity more than anything.|
06 08 14 08|CMP|I didn't get quite as much sleep last night. I took a bath and changed my underwear, and all those good ... things, you know. Probably only got - oh, maybe 7 hours at the most. Probably closer to 6-1/2 of good sleep|
|CC|Roger.|
|CMP|I'll give you the rest of that in just a jiffy when I get it squared away.|
06 08 l4 38|CC|Okay.|
06 08 18 21|CC|America, this is Houston.|
|CMP|Go ahead.|
|CC|Roger, Ron. Apparently in your preflight data base they show you with a rate of in the low 60*s or high 50's, that's a sleeping rate. And we're showing you now, during your sleep periods, of heart rates of about 10 beats lower per minute. And with heart rates that show less variation than the preflight data shows.|
|CMP|Ah ha, okay. Well, thank you much. The heart does slow down a little bit up here, then.|
|CC|Apparently so - they assured me however, that it would not be approaching zero. So you can relax there.|
|CMP|(Laughter) Okay.|
|||
||Tape 10IB/3|
|CC|And, Ron, in the meantime, Gordo's arrived here and - I'll turn the console over to him. Be talking to you later perhaps.|
|CMP|Okay, Joe. Hey, we thank you much. Appreciate it.|
|CC|Enjoyed it. Have a good day; and we'll all be watching you close.|
|CMP|Okay.|
06 08 21 17|CMP|Okay, Houston; America. Here's my medical log.|
|CC|Okay, Ron. Good morning and go ahead.|
|CMP|I just got something a day off (laughter). Okay, Gordo. Glad to have you aboard with us. Okay. PRD, 150Ul; and the sleep, I mentioned, probably about 6-1/2 or 7 good hours. I took a Seconal last night, and I had four cans of fluid.|
|CC|Okay.|
|CMP|Okay, here's the old chow for day 6.|
|CC|Okay.|
|CMP|Scrambled eggs , bacon squares, peaches , cinnamon toasted bread cubes, orange juice, cocoa with potassium and a vitamin pill. Okay. Lobster bisque, all the peanut butter, all the jelly, three pieces of bread, citrus beverage, a tea, a chocolate bar, and a package of pecans. And I had a beef steak, butterscotch pudding, and an orange drink.|
|CC|Okay, got that.|
|CMP|I think that was it. Hey, today I get sausage, grits, fruit coctail, orange beverage, and coffee.|
|||
Tape 10IB/4|||
06 08 23 44|CC|Roger.|
06 08 24 10|CMP|And, Gordo, if you have one of these preflight, not preflight - but, what do you call it -geology summarys of EVA-2, like you had yesterday. I thought that was great.|
|CC|Okay, Ron. I just picked it up. Let me read it over and then I'll give you a summary.|
06 08 24 33|CMP|Oh, okay. Sure; no problem.|
06 08 28 40|CC|Hello, Ron. I'll give you a little summary here of the EVA. It's going to be a little rambling, because I haven't had time to organize it, but it was a very interesting night last night on that second EVA.|
|CMP|Sure that's ... Go ahead.|
|CC|Traverse lay over terrain of extraordinary geologic diversity and yielded a far greater variety of information than ever obtained on any other lunar traverse. Systematic descriptions and samples of four of the six main units of the area, massif, subfloor, the light mantle, and the dark mantle were obtained. In addition, detailed descriptions were given of a variety of craters, including exciting discoveries that the crater Shorty, and descriptions of the Lee-Lincoln Scarp and lineaments in the hilly terrain. The South Massif is composed of two main varieties of breccia; blue-gray and tan-gray blocks of both varieties were abundant at station 2 up on Nansen. I won't go into the geologic details on those breccias. But - they then found samples of the subfloor unit exposed as blocks in the ejecta around larger craters that had been partly buried by the dark mantle. Stand by.|
|||
||Tape 10IB/5|
|CC|Okay. They are going to take the antenna away from us, Ron. I'll have to finish this next time around. Spacecraft's looking good, we'll see you in about 45 minutes or so.|
06 08 30 32|CMP|Okay. Mighty fine Gordo. Thank you.|
06 08 55 XX||BEGIN LUNAR REV 35|
||END OF TAPE|
|||
||Tape 102B/1|
|APOLLO|17 AIR-TO-GROUND VOICE TRANSCRIPTION|
06 09 23 12|CMP|Houston, this is America. See you tried to come in there.|
|CC|Yes, Ron. You're loud and clear.|
|CMP|Okay. I'm just finishing up my fruit cocktail.|
|CC|Okay. While you're munching there, let me give you a few status reports here. First of all, your RCS is hooking right along there 4 percent above the Flight Plan line; however, we have some plans for that 4 percent, which I'll go over with you later. On the oxygen, you've gained a little on it, since I was last on anyway. O2 tank 1 is a little low, but it's balanced by tank 3 being a - a little high, and tank 2 is right on the redline, so I think they all balance out to be about on the redline on the Flight Plan line. And they all three balance out to be right on the Flight Plan line, as close as I can tell. On hydrogen, you're probably up about 4 percent in tank 1, and the other two are right on the line, so you are in good shape there, still.|
|CMP|Very good.|
|CC|"Okay, while you're - I've got some words on your -on your orbit here, which won't require anything -writing down anything - but for some reason you're missing the mascons or something, and your orbit's not degrading like we expected it to. It's not degrading down into a circular orbit. It's - I think it's staying just about the way it was, and so we're looking ahead to a plane change, and we're - we're thinking about an extra maneuver prior to plane change - about 1 hour prior to plane change on the back side. There was some discussion here about what to call that maneuver. Somebody wanted to call it a HAM, height adjustment maneuver, and someone else said, well that one's already used in the rendezvous sequence. Maybe we ought to make it ""bacon."" And even ""lox"" was was suggested, considering the FDOs objected to ""bacon"" because of his religion. So the ""lox"" was eliminated because •we already used that for the S-IVB."|
|||
Tape 102B/2|||
|CMP|"How about ""mascon adjust?"""|
|CC|Anyway, what the maneuver's going to be - whatever we call it - is about 11 foot per second RCS burn, 1 hour prior to plane change so that'll be on the back side. And, that'll just about use up your RCS overage and put you back on the Flight Plan line. That will adjust the height when you get around to the plane change, and then the plane change will be a little bigger than originally planned, showing about 365 feet per second, SPS, of course. And, looking at the consumables, that will put you down right - right on the rescue red-line on SPS, so we're still in good shape - con-sumablewise. Further tracking will refine this, of course, so we'll have updates on the plan. Any questions on that? Over.|
06 09 27 16|CMP|No, it sounds like you all thought it out. I appreciate your letting me know about that. I think - Is the time line worked out good enough in there to work in a P4l? I guess it does - an hour before, huh?|
|CC|Yes, well - we'll make it. I haven't looked at it myself, but we are - FAO has - and I haven't heard exactly what needs to be changed, if anything. Okay, on the SIM bay. Basically there's nothing new to report. And all the people down here appreciate your timely operation of the SIM bay, and it's responsible for really maximizing the data return. In general, we're pretty happy. The problems that we're have - having with it are ones that have already been mentioned to you. On the - on the HF antenna retract problem that we have, if we have it, here's the plan. We're -Well, first of all, the consensus on that is that we really think the antennas are retracting okay. That it's a malfunction in the limit switch that drives the talkback that's really the problem. So we have devised an alternate method, utilizing timing and stall current, and actually the signature of the motor stall current down here in the data, to determine proper retraction. And just prior to 168 hours in the Flight Plan, you're supposed to retract those antennas, and we're going to check the data at that time, and say|
|||
||Tape 102B/3|
||"""yes"" or ""no""; they are retracting or they aren't. If they don't, then the alternate plan we'll swing into at that time is to reschedule the HF targets that are now scheduled on rev 55* Reschedule them and do them on rev 42. After which, we'll try one more time to retract the antennas, and if it still looks like they indeed are not retracting - I guess it's just the one that's in question - then we'll go ahead and jettison them at that time. And we'll still have gotten most of the - of the least -priority HF targets with that alternate plan. Over."|
06 09 29 45|CMP|Yes, that sounds like - sounds like a good plan to me.|
|CC|Okay, we got one request from EECOM here. Can you turn the tank 2 FANs, OFF, please?|
06 09 30 04|CMP|H2 tank 2 FANs are OFF now.|
|CC|Okay. And when you get between courses on breakfast there, I have some pencil work for you in the way of Flight Plan updates. Not too much, really.|
|CMP|Okay. Contrary to the way I eat breakfast on the ground, I always end up leaving my orange juice to last. I guess that's because you like to eat the hot things first.|
|CC|Roger.|
|CMP|What I'm saying is the only thing I've got left to eat is orange juice, and I'm ready to copy.|
|CC|Okay, 156:22 - which is coming up here - like to, at that time, verify all command module VHP off. You are now 11 after - You have to terminate the jet-on monitor and then get the sounder operating. I can break this off at any time if you think we're pressing that. Just interrupt me. At 156:50* lunar sounder pad. T-start is 156:51:05, and T-spot is 156:56:09* Over.|
|CMP|Okay. T-start, 156:51:05, 156:56:09-|
|CC|That's good. Flip the page - flip two pages and copy the next sounder pad, which is for 158:40. T-start is 158:49:35 and stop time is 158 - -|
|||
Tape 102B/4|||
|CMP|Wait a minute; wait a minute. I'm not with you.|
|CC|Okay.|
|CMP|Okay. I got it (chuckle).|
|CC|Okay. T-start - -|
|CMP|Go ahead, now, very sorry.|
|CC|- - 158:49:35, and stop is 158:54:38.|
|CMP|Okay. Start 158:49:35, 158:54:38.|
|CC|"Okay, that's correct. Now at - that same page -158:13, after ""PAN CAMERA - ON,"" add a line that says, ""V/H OVERRIDE - HIGH ALTITUDE."""|
|CMP|"Okay, at 158:13, ""V/H OVERRIDE to HIGH ALTITUDE."""|
|CC|Okay, and at 158 - -|
|CMP|I think it's still in HIGH ALTITUDE from yesterday. Yes, it is.|
|CC|"Okay. 158:21 is another, ""Verify all command module VHF, OFF."""|
|CMP|"Okay, 158:21, ""Verify all VHF, OFF,"" and I know what that means."|
|CC|"Okay, and the next two are easy. Next page, at 159:01- Just draw a line through ""MAPPING CAMERA, RETRACT,"" and at 159:05 - -"|
|CMP|Okay, I got it.|
|CC|"- - draw a line through ""MAPPING CAMERA LASER ALTIM - LASER ALTIMETER COVER, CLOSED."""|
|CMP|Okay, got it.|
|CC|Okay, I think we're caught up. We're ready for HIGH GAIN, AUTO.|
06 09 34 28|CMP|Okay, I'll go back and see where we are in the old Flight Plan. Okay, you have AUTO.|
|||
||Tape 102B/5|
|CC|Okay.|
|CMP|Okay. I don't think this lightweight headset is quite as good as the - the other one, and I'm going to change as soon as I get a chance here.|
|CC|Okay.|
06 09 35 06|CMP|Okay, VHF A is OFF, B is OFF, RECEIVE ONLY, B DATA is OFF, BEACON is OFF, RANGING is OFF. That's all (chuckle).|
|CC|Okay.|
|CMP|I was looking at - Aitken when they came that side. Aitken is almost right in the terminator, right now. So when they come up on terminator photos there - The only thing is that, even though it was down in the shadow, down in the bottom of the crater, I could still see the bottom of the craters on - when they come around there for the nearterminator photography. I'm going to open the camera up and take a picture down in the shadow itself and see if that works.|
|CC|Okeydoke.|
|CMP|And there was quite a bit of backlight - quite a bit of backlight reflection from the northeastern side of it and also the eastern side of it, I guess. Funny, down in the eastern rim - -|
|CC|Ron, if you give us ACCEPT, we111 give you a vector while you got it.|
06 09 36 29|CMP|- - the only way I can describe it - Okay. You have ACCEPT.|
|CC|Roger.|
|CMP|And the DSKY is clear. With the shadow effect on the eastern - I guess the east and southeastern interior rim of the crater, it reminds me a lot of some eroded hills. Like if you've got a valley|
|||
Tape 102B/6|||
||that maybe has a 20-foot - it's bigger than that -but say you got a 20-foot drop on the thing where it's been - just rain erosion down the side and it kind of washes little - little valleys down it here and there. And it leaves mounds and humps in between that haven't eroded away yet. And that's the way the side of that crater works. And then the other side of it, the northeastern rim of it and the interior rim, looks just like a - a - one of the massif units. That is, it's a very fine texture, no real erosional processes, just a smooth, gentle -gentle slope.|
|CC|Roger.|
|CC|Okay, Ron; it's your computer. Go gack to BLOCK.|
06 09 38 17|CMP|Okay, we're in BLOCK.|
|CMP|You know that Skylab drink bag has really been a pretty good deal because you can use the nipple that's on the end of that thing and use it for all of the beverage packages. And that way, you don't have to cup open the end of it and let it drip out all over the place.|
|CC|Hey, I'11 pass that along to the Skylab - -|
|CMP|- - you can use the nipple.|
|CMP|I'm not sure if they have any of our beverage packs or not. I think they are all packaged in these expandable little things we're using for water -water cans.|
|CC|I see.|
|CMP|Hey, Gordo, what day is it?|
|CC|Out of sync there myself. It's Wednesday. It's about 9:15 in the morning, Wednesday.|
|CMP|Ah haI Thank you. I guess I could have figured it - up, but -|
|CC|That's why we're here. Answer important questions.|
|||
||Tape 102B/7|
|CMP|(Laughter) That1s right.|
