Bibcode|Year|Title|Authors|Publication|Volume|Issue|Page|Abstract|DOI|Samples
|1978|Feldspathic granulite 79215: Limitations on T-fO2 conditions and time of metamorphism|McGee, J. J., Bence, A. E., Eichhorn, G., and Schaeffer, O. A.|Proceedings of the 9th Lunar and Planetary Science Conference|||743-772 |||79215|
1978LPSC....9.2269V|1978|Trace and major elements in grain-size fractions of separated minerals and agglutinates of soil 70160 and implications on their origin.|von Gunten, H. R., Kr√§henb√ºhl, U., Gr√ºtter, A., Jost, D., Meyer, G., Peng, K., Wegm√ºller, F., Wyttenbach, A.|Lunar and Planetary Science Conference Proceedings|2||2269|||70160|
1978GeCoA..42.1687M|1978|Pre-Imbrian craters and basins: ages, compositions and excavation depths of Apollo 16 breccias|Maurer, P., Eberhardt, P., Geiss, J., Gr√∂gler, N., Stettler, A., Brown, G. M., Peckett, A., Kr√§henb√ºhl, U.|Geochimica et Cosmochimica Acta|42|11|1687||http://dx.doi.org/10.1016/0016-7037(78)90257-0|70314; 76031|
1978LPSC....9.2911A|1978|Mid infrared spectra of lunar and analog soils.|Aronson, J. R., Smith, E. M.|Lunar and Planetary Science Conference Proceedings|3||2911|||71061|
1978LPSC....9.1655K|1978|Distribution properties of implanted rare gases in individual olivine crystals from the lunar regolith.|Kiko, J., Kirsten, T., Ries, D.|Lunar and Planetary Science Conference Proceedings|2||1655|||71501|
1978LPSC....9.2345H|1978|<SUP>40</SUP>Ar-<SUP>39</SUP>Ar microanalysis of single 74220 glass balls and 72435 breccia clasts.|Huneke, J. C.|Lunar and Planetary Science Conference Proceedings|2||2345|||72435; 74220|
1978LPSC....9..319H|1978|The bearing of spinel cataclasites on the crust-mantle structure of the moon.|Herzberg, C. T.|Lunar and Planetary Science Conference Proceedings|1||319|||72435; 73263|
1978LPSC....9..773N|1978|Metamorphism of brecciated ANT rocks: Anorthositic troctolite 72559 and norite 78527.|Nehru, C. E., Warner, R. D., Keil, K., Taylor, G. J.|Lunar and Planetary Science Conference Proceedings|1||773|||72559; 78527|
1978LPSC....9..841J|1978|Argon-argon ages of aphanite samples from consortium breccia 73255.|Jessberger, E. K., Staudacher, T., Dominik, B., Kirsten, T.|Lunar and Planetary Science Conference Proceedings|1||841|||73255|
1978LPSC....9.1945C|1978|Sublimate morphology on 74001 and 74002 orange and black glassy droplets.|Clanton, U. S., McKay, D. S., Waits, G., Fuhrman, R.|Lunar and Planetary Science Conference Proceedings|2||1945|||74001; 74002|
1978LPSC....9.2019F|1978|Lunar surface processes and cosmic ray histories over the past several million years.|Fruchter, J. S., Rancitelli, L. A., Evans, J. C., Perkins, R. W.|Lunar and Planetary Science Conference Proceedings|2||2019|||74001; 74002|
1978LPSC....9.2001C|1978|Regolith depositional history at Shorty Crater.|Crozaz, G.|Lunar and Planetary Science Conference Proceedings|2||2001|||74001; 74002|
1978LPSC....9.1913M|1978|Core 74001/2: Grain size and petrology as a key to the rate of in-situ reworking and lateral transport on the lunar surface.|McKay, D. S., Heiken, G. H., Waits, G.|Lunar and Planetary Science Conference Proceedings|2||1913|||74001|
1978LPSC....9.1933H|1978|Petrology of a sequence of pyroclastic rocks from the valley of Taurus-Littrow (Apollo 17 landing site).|Heiken, G. H., McKay, D. S.|Lunar and Planetary Science Conference Proceedings|2||1933|||74001|
1978LPSC....9.1969B|1978|Chemistry of orange/black soils from core 74001/2.|Blanchard, D. P., Budahn, J. R.|Lunar and Planetary Science Conference Proceedings|2||1969|||74001|
1978LPSC....9..601I|1978|Experimental partitioning of rare earth elements and scandium among armalcolite, ilmenite, olivine and mare basalt liquid.|Irving, A. J., Merrill, R. B., Singleton, D. E.|Lunar and Planetary Science Conference Proceedings|1||601|||74275|
1978LPSC....9..509C|1978|Lead isotope systematics of mare basalt 75075.|Chen, J. H., Tilton, G. R., Mattinson, J. M., Vidal, P.|Lunar and Planetary Science Conference Proceedings|1||509|||75075|
1978LPSC....9..877M|1978|The Apollo 17 Station 7 boulder: Summary of study by the International Consortium.|Minkin, J. A., Thompson, C. L., Chao, E. C. T.|Lunar and Planetary Science Conference Proceedings|1||877|||77075; 77115; 77135; 77215|
1978LPSC....9..941W|1978|Clast assemblages of possible deep-seated (77517) and immiscible-melt (77538) origins in Apollo 17 breccias.|Warner, R. D., Taylor, G. J., Mansker, W. L., Keil, K.|Lunar and Planetary Science Conference Proceedings|1||941|||77517; 77538|
1978LPSC....9..547W|1978|Green glass vitrophyre 78526: An impact melt of very low-Ti mare basalt composition.|Warner, R. D., Taylor, G. J., Keil, K., Planner, H. N., Nehru, C. E., Ma, M. -S., Schmitt, R. A.|Lunar and Planetary Science Conference Proceedings|1||547|||78526|
1978LPSC....9..743M|1978|Feldspathic granulite 79215: Limitations on T-f<SUB>O2</SUB> conditions and time of metamorphism.|McGee, J. J., Bence, A. E., Eichhorn, G., Schaeffer, O. A.|Lunar and Planetary Science Conference Proceedings|1||743|||79215|
|1977|On the intensity of ancient lunar fields|Cisowski, S. M., Hale, C. J., and Fuller, M.|Proceedings of the 8th Lunar Science Conference|||725-750 |||70017; 70019; 70215; 72215; 79155|
|1977|Apollo 17 TiO2-rich basalts: Reverse spinel zoning as evidence for the subsolidus equilibration of the spinel-ilmenite assemblage|El Goresy, A. and Ramdohr, P.|Proceedings of the 8th Lunar Science Conference|||1611-1624 |||70017; 70035; 70215; 71155|
|1977|Apollo 17 TiO2-rich basalts: Spinel chemical bimodality in the two major basalt types and genetic significance of inverted zoning in chromian ulvospinel (abs)|El Goresy, A. and Ramdohr, P.|Proceedings of the 8th Lunar Science Conference|||281-283 |||70017; 70035; 70215|
|1977|Effects of compositional variation on absorption spectra of lunar olivines|Hazen, R. M., Mao, H. K., and Bell, P. M.|Proceedings of the 8th Lunar Science Conference|||1081-1090 |||70017|
|1977|Composition of eight Apollo 17 basalts|Mason, B., Jarosowich, E., Jacobson, S., and Thompson, G.|Lunar Sample Studies|||41|||70017; 70215; 71055; 71569; 74255; 74275; 75035; 75075|
|1977|Lead isotope studies of mare basalt 70017|Mattinson, J. M., Tilton, G. R., Todt, W., and Chen, J. H.|Proceedings of the 8th Lunar Science Conference|||1473-1487 |||70017; 75035; 75055; 75075|
|1977|Laser 39Ar-40Ar study of Apollo 17 basalts|Schaeffer, O. A., Muller, H. W., and Grove, T. L.|Proceedings of the 8th Lunar Science Conference|||1489-1499 |||70017; 70215; 75035|
|1977|Direct measurement of surface carbon concentrations|Filleux, C., Tombrello, T. A., and Burnett, D. S.|Proceedings of the 8th Lunar Science Conference|||3755-3772 |||70019|
|1977|On the origin of sample 70019 and its suitability for lunar magnetic field intensity studies|Pearce, G. W. and Chou, C.-L.|Proceedings of the 8th Lunar Science Conference|||669-677 |||70019|
|1977|Chemical compositions and magnetic properties in separated glass and breccia fractions of 70019 (abs)|Pearce, G. W., Chou, C.-L., and Wu, Y.|Proceedings of the 8th Lunar Science Conference|||759-761 |||70019|
|1977|Cosmic-ray exposure history at Taurus-Littrow|Drozd, R. J., Hohenberg, C. M., Morgan, C. J., Podosek, F. A., and Wroge, M. L.|Proceedings of the 8th Lunar Science Conference|||3027-3043 |||70035; 70185; 70215; 70275; 78135; 78155; 78235; 78505|
|1977|Interrelationships between magnetization directions, magnetic fabric and oriented petrographic features in lunar rocks|Brecher, A.|Proceedings of the 8th Lunar Science Conference|||703-723 |||70135; 75035; 77035; 77135|
|1977|New evidence for textural magnetization (TXM) in lunar rocks synthetic analogs and meteorites (abs)|Brecher, A.|Proceedings of the 8th Lunar Science Conference|||142-144 |||70135; 77135|
|1977|Trace element geochemistry and the early lunar differentiation|Jovanovic, S. and Reed, G. W.|Proceedings of the 8th Lunar Science Conference|||623-632 |||70135; 71055; 74275; 75035; 79215|
|1977|Dynamic properties of ilmenite-rich mare basalt and the relative ages of lunar cratered surfaces (abs)|Ahrens, T. J., Jackson, I., and Jeanloz, R.|Proceedings of the 8th Lunar Science Conference|||1-3|||70215|
|1977|Shock compression and adiabatic release of a titaniferous lunar basalt|Ahrens, T. J., Jackson, I., and Jeanloz, R.|Proceedings of the 8th Lunar Science Conference|||3437-3455 |||70215|
|1977|Mare basalt petrogenesis|Kesson, S. E.|Philosophical Transactions A|285||159-168 |||70215|
|1977|Search for Ca isotopic fractionation and correlation of Ca and O effects (abs)|Russell, W. A., Papanasatassiou, D. A., Tombrello, T. A., and Epstein, S.|Proceedings of the 8th Lunar Science Conference|||823-825 |||70215; 75055|
|1977|Ca isotope fractionation on the Moon|Russell, W. A., Papanastassiou, D. A., Tombrello, T. A., and Epstein, S.|Proceedings of the 8th Lunar Science Conference|||3791-3805 |||70215; 75055|
|1977|The Moon and Q|Schreiber, E.|Proceedings of the 8th Lunar Science Conference|||1201-1208 |||70215|
|1977|Internal friction quality-factor Q under confining pressure|Tittmann, B. R., Ahlberg, H., Nadler, H., Curnow, J. M., Smith, T., and Cohen, E. R.|Proceedings of the 8th Lunar Science Conference|||1209-1224 |||70215|
|1977|39Ar/40Ar ages of lunar rocks|Schaeffer, G. A. and Schaeffer, O. A.|Proceedings of the 8th Lunar Science Conference|||2253-2300 |||70255|
|1977|Further insights into the evolution of the early Moon: Convection cells, II. Ru-Os partitioning and mixing (abs)|Jovanovic, S., Jensen, K. J., and Reed, G. W.|Proceedings of the 8th Lunar Science Conference|||516-518 |||71055; 71569; 75035; 79155; 79215|
|1977|Exposure histories of lunar rocks 71135 and 71569|Niemeyer, S.|Proceedings of the 8th Lunar Science Conference|||3083-3093 |||71135; 71569|
|1977|Compositional variation in late-stage differentiates in mare lavas, as indicated by silicate melt inclusions|Roedder, E. and Weiblen, P. W.|Proceedings of the 8th Lunar Science Conference|||1767-1783 |||71135; 78505|
|1977|Examination of the liquid line of descent of mare basalts in the light of data from melt inclusions in olivine|Weiblen, P. W.|Proceedings of the 8th Lunar Science Conference|||1751-1765 |||71135; 78505|
|1977|Chemistry of 30 Apollo 17 rake basalts; 71597 a product of partial olivine accumulation (abs)|Murali, A. V., Ma, M.-S., Schmitt, R. A., Warner, R. D., Keil, K., and Taylor, G. J.|Proceedings of the 8th Lunar Science Conference|||703-705 |||71507; 71508; 71525; 71526; 71527; 71528; 71529; 71535; 71536; 71537; 71538; 71539; 71545; 71547; 71548; 71549; 71555; 71556; 71568; 71575; 71576; 71579; 71586; 71589; 71595; 71597; 78579; 78588; 78589; 78596|
|1977|Coarse-grained basalt 71597: A product of partial olivine accumulation|Warner, R. D., Keil, K., and Taylor, G. J.|Proceedings of the 8th Lunar Science Conference|||1429-1442 |||71597|
|1977|On the chemistry of lunar samples and achondrites. Primary matter in the lunar highlands: A re-evaluation|W‰nke, H., Baddenhausen, H., Blum, K., Cendales, M., Dreibus, G., Hofmeister, H., Kruse, H., Jagoutz, E., Palme, C., Spettel, B., Thacker, R., and Vilcsek, E.|Proceedings of the 8th Lunar Science Conference|||2191-2213 |||72155; 73235; 75035; 77035; 78155|
|1977|Spectral reflectance of lunar highland rocks (abs)|Charette, M. P. and Adams, J. B.|Proceedings of the 8th Lunar Science Conference|||172-174 |||72215; 72275; 72395; 76015; 76535; 77017; 79215|
|1977|Lunar basins and craters: Evidence for systematic compositional changes of bombarding population|Hertogen, J., Janssens, M.-J., Takahashi, H., Palme, H., and Anders, E.|Proceedings of the 8th Lunar Science Conference|||17-45 |||72215; 72235; 72255; 72275; 72415; 72417; 73215; 73235; 73275; 76015; 76215; 76235; 76255; 76275; 76295; 76315; 76535; 77017; 77075; 77135; 77215; 78155; 78235; 79215|
|1977|Mineralogy, petrology and chemistry of ANT-suite rocks from the lunar highlands|Prinz, M. and Keil, K.|Physics and Chemistry of the Earth|10||215-237 |||72255; 72415; 76535; 77017; 78235|
|1977|Chemical and experimental constraints on the genesis of Apollo 15 and Apollo 17 KREEP basalts (abs)|Irving, A. J.|Proceedings of the 8th Lunar Science Conference|||493-495 |||72275|
|1977|Apollo 17 KREEPy basalt: A rock type intermediate between mare and KREEP basalts|Ryder, G., Stoeser, D. B., and Wood, J. A.|Earth and Planetary Science Letters|35||1-13 |||72275|
|1977|Chemical composition of breccias, feldspathic basalt and anorthosites from Apollo 15 (15308, 15359,15382, and 15362), Apollo 16 (60618 and 65785), Apollo 17 (72434, 72536, 72559, 72735, 72738, 78526, and 78527) and Luna 20 (22012 and 22013) (abs)|Murali, A. V., Ma, M.-S., Laul, J. C., and Schmitt, R. A.|Proceedings of the 8th Lunar Science Conference|||700-702 |||72434; 72435; 72536; 72559; 72735; 72738; 78526; 78527|
|1977|40Ar-39Ar measurements on lunar highlands rocks with primitive 86Sr/86Sr (abs)|Huneke, J. C., Radicati di Brozolo, F., and Wasserburg, G. J.|Proceedings of the 8th Lunar Science Conference|||481-483 |||72435|
|1977|Volatile and non-volatile elements in grain-size fractions of Apollo 17 soils 75081, 72461 and 72501|Krahenbuhl, U., Grutter, A., von Gunten, H. R., Meyer, G., Wegmuller, F., and Wyttenbach, A.|Proceedings of the 8th Lunar Science Conference|||3901-3916 |||72461; 72501; 75081|
|1977|Petrology of breccias from Apollo 17 rake samples (abs)|Warner, R. D., Taylor, G. J., and Keil, K.|Proceedings of the 8th Lunar Science Conference|||987|||72535; 72536; 72539; 72548; 72549; 72558; 72559; 72735; 72736; 72738; 77515; 77517; 77518; 77538; 77539; 77545; 78527; 78535; 78537; 78546; 78547; 78548; 78549; 78555; 78567; 78568|
|1977|Petrology of crystalline matrix breccias from Apollo 17 rake samples|Warner, R. D., Taylor, G. J., and Keil, K.|Proceedings of the 8th Lunar Science Conference|||1987-2006 |||72535; 72536; 72539; 72548; 72549; 72558; 72735; 72736; 72738; 77515; 77518; 77539; 77545|
|1977|Major and trace element abundances in anorthositic gabbro clasts and a clast of K-rich felsite from consortium breccia 73215 (abs)|Blanchard, D. P., Brannon, J. C., Jacobs, J. W., and Haskin, L. A.|Proceedings of the 8th Lunar Science Conference|||124-126 |||73215|
|1977|Chemistry of ANT-suite and felsite clasts from consortium breccia 73215 and of gabbroic anorthosite 79215|Blanchard, D. P., Jacobs, J. W., and Brannon, J. C.|Proceedings of the 8th Lunar Science Conference|||2507-2524 |||73215; 79215|
|1977|Rb-Sr systematics in clasts and aphanites from consortium breccia 73215|Compston, W., Foster, J. J., and Gray, C. M.|Proceedings of the 8th Lunar Science Conference|||2525-2549 |||73215|
|1977|Petrology of four clasts from consortium breccia 73215|James, O. B. and Hammarstrom, J. G.|Proceedings of the 8th Lunar Science Conference|||2459-2494 |||73215|
|1977|One rock and many ages- further K-Ar data on consortium breccia 73215|Jessberger, E. K., Kirsten, T., and Staudacher, T.|Proceedings of the 8th Lunar Science Conference|||2567-2580 |||73215|
|1977|Laser probe 39Ar-40Ar dating of materials from consortium breccia 73215|Muller, H. W., Plieninger, T., James, O. B., and Schaeffer, O. A.|Proceedings of the 8th Lunar Science Conference|||2551-2565 |||73215|
|1977|Aphanitic matrix, an ANT-suite clast and a felsite clast in consortium breccia 73215: An electron petrographic study|Nord, G. L. and James, O. B.|Proceedings of the 8th Lunar Science Conference|||2495-2506 |||73215|
|1977|Consortium breccia 73255: Matrix petrography and exposure history (abs)|Marti, K. and James, O. B.|Proceedings of the 8th Lunar Science Conference|||505-507 |||73255|
|1977|Depositional history of core section 74001: Depth profiles of maturity, FeO and metal|Morris, R. V. and Gose, W. A.|Proceedings of the 8th Lunar Science Conference|||3113-3122 |||74001|
|1977|The age of Shorty Crater (abs)|Morgeli, M., Eberhardt, P., Eugster, O., Geiss, J., Grˆgler, N., and Jungck, M.|Proceedings of the 8th Lunar Science Conference|||679-681 |||74235; 74255; 74275|
|1977|The cosmic-ray exposure history of Shorty Crater samples; the age of Shorty Crater|Mˆrgeli, M., Eugster, O., Eberhardt, P., Geiss, J., Grˆgler, N., and Jungck, M.|Proceedings of the 8th Lunar Science Conference|||3059-3082 |||74235; 74255; 74275|
|1977|Volatile metals- mode of transport (abs)|Allen, R. O., Jovanovic, S., and Reed, G. W.|Proceedings of the 8th Lunar Science Conference|||22-24 |||74275; 75075|
|1977|Rb-Sr isotopic systematics and initial Sr considerations for some lunar samples (abs)|Murthy, V. R. and Coscio, C.|Proceedings of the 8th Lunar Science Conference|||706-708 |||74275; 77035; 78155|
|1977|Volatile metal deposits on lunar soils- relation to volcanism|Reed, G. W., Allen, R. O., and Jovanovic, S.|Proceedings of the 8th Lunar Science Conference|||3917-3930 |||74275; 75075|
|1977|Solar flare exposure ages of lunar rocks and boulders based on 26Al|Bhandari, N.|Proceedings of the 8th Lunar Science Conference|||3607-3615 |||75035; 79215|
|1977|Solar flare induced Al-26 in short exposure age rocks (abs)|Bhandari, N.|Proceedings of the 8th Lunar Science Conference|||100-102 |||75035|
|1977|An atomic absorption study of volatile trace metals in lunar samples (abs)|Cirlin, E. H. and Housley, R. M.|Proceedings of the 8th Lunar Science Conference|||184-186 |||75035|
|1977|Partitioning of Zr between crystals and coexisting high-TI mare basalt melt (abs)|McCallum, I. S. and Charette, M. P.|Proceedings of the 8th Lunar Science Conference|||637-639 |||75035|
|1977|Trace element fractionation during crystallization of lunar rock 75035 (abs)|Palme, H. and Wlotzka, F.|Proceedings of the 8th Lunar Science Conference|||747-749 |||75035|
|1977|Shock effects in some lunar basalts (abs)|Schaal, R. B. and Hˆrz, F.|Proceedings of the 8th Lunar Science Conference|||832-834 |||75035; 79155|
|1977|Shock metamorphism of lunar and terrestrial basalts|Schaal, R. B. and Hˆrz, F.|Proceedings of the 8th Lunar Science Conference|||1697-1729 |||75035; 79155|
|1977|Experimental melting relations of 63545, 76015 and 76055|Delano, J. W.|Proceedings of the 8th Lunar Science Conference|||2097-2123 |||76015; 76055|
|1977|Petrologic evidence for formation and solidification of impact melts (abs)|Phinney, W. C., Warner, J. L., and Simonds, C. H.|Proceedings of the 8th Lunar Science Conference|||770-772 |||76015; 76215; 76255; 76295|
|1977|Apollo 14 revisited, or breccias aren't so bad after all|Simonds, C. H., Phinney, W. C., Warner, J. L., McGee, P. E., Geeslin, J., Brown, R. W., and Rhodes, M. J.|Proceedings of the 8th Lunar Science Conference|||1869-1893 |||76015; 76215; 76255; 76275; 76295|
|1977|Dynamic crystallization experiments bearing on the origin of textures in impact- generated liquids|Lofgren, G. E.|Proceedings of the 8th Lunar Science Conference|||2079-2095 |||76215; 77135|
|1977|12054 and 76215: New measurements of interplanetary dust and solar flare fluxes|Morrison, D. A. and Zinner, E.|Proceedings of the 8th Lunar Science Conference|||841-863 |||76215|
|1977|Microcraters and solar cosmic ray tracks (abs)|Morrison, D. A. and Zinner, E.|Proceedings of the 8th Lunar Science Conference|||691-693 |||76215|
|1977|Ion microprobe surface concentration measurements of Mg and Fe and microcraters in crystals from lunar rock and soil samples|Zinner, E., Walker, R. M., Chaumont, J., and Dran, J. C.|Proceedings of the 8th Lunar Science Conference|||3859-3883 |||76215|
|1977|Surface enhanced elements and microcraters in lunar rock 76215 (abs)|Zinner, E., Walker, R. M., Chaumont, J., and Dran, J. C.|Proceedings of the 8th Lunar Science Conference|||1044-1046 |||76215|
|1977|Feldspathic granulitic impactites and pre-final bombardment lunar evolution|Warner, J. L., Phinney, W. C., Bickel, C. E., and Simonds, C. H.|Proceedings of the 8th Lunar Science Conference|||2051-2066 |||76235; 77017; 78155; 79215|
|1977|Inverted pigeonites from lunar breccia 76255 and pyroxene- crystallization trends in lunar and achondritic crusts|Takeda, H. and Miyamoto, M.|Proceedings of the 8th Lunar Science Conference|||2617-2626 |||76255|
|1977|Pristine nonmare rocks and the nature of the lunar crust|Warren, P. H. and Wasson, J. T.|Proceedings of the 8th Lunar Science Conference|||2215-2235 |||76335|
|1977|Structure, composition, and significance of G-P zones in 76535 orthopyroxene (abs)|Nord, G. L., Heubner, J. S., and Ross, M.|Proceedings of the 8th Lunar Science Conference|||732-734 |||76535|
|1977|The history of the Apollo 17 Station 7 boulder|Nakamura, N. and Tatsumoto, M.|Proceedings of the 8th Lunar Science Conference|||2301-2314 |||77075; 77115; 77135; 77215|
|1977|The Apollo 17 melt sheet: Chemistry, age and Rb/Sr systematics|Winzer, S. R., Nava, D. F., Schuhmann, P., Lum, R. K. L., Schuhmann, S., Lindstrom, M. M., Lindstrom, D. J., and Philpotts, J. A.|Earth and Planetary Science Letters|33||389-400 |||77135; 77215|
|1977|In quest of primary highlands rocks (abs)|Warren, P. H., Mittlefehldt, D. W., Boynton, W. V., and Wasson, J. T.|Proceedings of the 8th Lunar Science Conference|||988-990 |||77545|
|1977|SCCRV, a major component of highlands rocks|Wasson, J. T., Warren, P. H., Kallemeyn, G. W., McEwing, C. E., Mittlefehldt, D. W., and Boynton, W. V.|Proceedings of the 8th Lunar Science Conference|||2237-2252 |||77545|
|1977|Petrology of 78155: An early, thermally metamorphosed polymict breccia|Bickel, C. E.|Proceedings of the 8th Lunar Science Conference|||2007-2027 |||78155|
|1977|Lead-lead age and rare earth element determinations in lunar norite 78235 (abs)|Hinthorne, J. R., Conrad, R. L., and Church, S. E.|Proceedings of the 8th Lunar Science Conference|||444-446 |||78235|
|1977|Paleointensity estimates from lunar samples 10017 and 10020|Stephenson, A., Runcorn, S. K., and Collinson, D. W.|Proceedings of the 8th Lunar Science Conference|||679-687 |||78505|
1977LPSC....8.1489S|1977|Laser <SUP>39</SUP>Ar-<SUP>40</SUP>Ar study of Apollo 17 basalts.|Schaeffer, O. A., M√ºller, H. W., Grove, T. L.|Lunar and Planetary Science Conference Proceedings|2||1489|||70017; 70215; 75035|
1977LPSC....8.1473M|1977|Lead isotope studies of mare basalt 70017.|Mattinson, J. M., Tilton, G. R., Todt, W., Chen, J. H.|Lunar and Planetary Science Conference Proceedings|2||1473|||70017; 75035; 75055|
1977LPSC....8..669P|1977|On the origin of sample 70019 and its suitability for lunar magnetic field intensity studies.|Pearce, G. W., Chou, C. -L.|Lunar and Planetary Science Conference Proceedings|1||669|||70019|
1977IAUC.3077....1M|1977|1977 HB|McCrosky, R. E., Shao, C. -Y., Giclas, H. L., Kantz, M. L., Marsden, B. G.|International Astronomical Union Circular|3077||1|||70135|
1977RSPTA.285..159K|1977|Mare Basalt Petrogenesis|Kesson, Susan E.|Philosophical Transactions of the Royal Society of London Series A|285|1327|159||http://dx.doi.org/10.1098/rsta.1977.0052|70215|
1977LPSC....8.1201S|1977|The moon and Q.|Schreiber, E.|Lunar and Planetary Science Conference Proceedings|1||1201|||70215|
1977LPSC....8.3437A|1977|Shock compression and adiabatic release of a titaniferous mare basalt.|Ahrens, T. J., Jackson, I., Jeanloz, R.|Lunar and Planetary Science Conference Proceedings|3||3437|||70215|
1977LPSC....8.3083N|1977|Exposure histories of lunar rocks 71135 and 71569.|Niemeyer, S.|Lunar and Planetary Science Conference Proceedings|3||3083|||71135; 71569|
1977LPSC....8.3645H|1977|Lack of chemical fractionation in major and minor elements during agglutinate formation.|Hu, H. -N., Taylor, L. A.|Lunar and Planetary Science Conference Proceedings|3||3645|||71501|
1977LPSC....8.1429W|1977|Coarse-grained basalt 71597: a product of partial olivine accumulation.|Warner, R. D., Keil, K., Taylor, G. J.|Lunar and Planetary Science Conference Proceedings|2||1429|||71597|
1977LPSC....8.2459J|1977|Petrology of four clasts from consortium breccia 73215.|James, O. B., Hammarstrom, J. G.|Lunar and Planetary Science Conference Proceedings|2||2459|||73215|
1977LPSC....8.2567J|1977|One rock and many ages - further K-Ar data on consortium breccia 73215.|Jessberger, E. K., Kirsten, T., Staudacher, T.|Lunar and Planetary Science Conference Proceedings|2||2567|||73215|
1977LPSC....8.2551M|1977|Laser probe <SUP>39</SUP>Ar-<SUP>40</SUP>Ar dating of materials from consortium breccia 73215.|M√ºller, H. W., Plieninger, T., James, O. B., Schaeffer, O. A.|Lunar and Planetary Science Conference Proceedings|2||2551|||73215|
1977LPSC....8.2525C|1977|Rb-Sr systematics ion clasts and aphanites from consortium breccia 73215.|Compston, W., Foster, J. J., Gray, C. M.|Lunar and Planetary Science Conference Proceedings|2||2525|||73215|
1977LPSC....8.2029D|1977|4.2-4.3 AE anorthositic soil fragments: equilibrated or unequilibrated polycomponent systems?|Delano, J. W., Bence, A. E.|Lunar and Planetary Science Conference Proceedings|2||2029|||73263|
1977LPSC....8.3059E|1977|The cosmic-ray exposure history of Shorty Crater samples; the age of Shorty Crater.|Eugster, O., Eberhardt, P., Geiss, J., Gr√∂gler, N., Jungck, M., M√∂rgeli, M.|Lunar and Planetary Science Conference Proceedings|3||3059|||74001; 74220; 74235; 74241; 74255; 74275|
1977LPSC....8.3113M|1977|Depositional history of core section 74001: depth profiles of maturity, FeO, and metal.|Morris, R. V., Gose, W. A.|Lunar and Planetary Science Conference Proceedings|3||3113|||74001|
1977LPSC....8.3243H|1977|A model for eruption behavior of a volcanic vent in eastern Mare Serenitatis.|Heiken, G., McKay, D. S.|Lunar and Planetary Science Conference Proceedings|3||3243|||74001; 74220|
1977LPSC....8.3917R|1977|Volatile metal deposits on lunar soils - relation to volcanism.|Reed, G. W., Jr., Allen, R. O., Jr., Jovanovic, S.|Lunar and Planetary Science Conference Proceedings|3||3917|||74001; 74220; 74241|
1977LPSC....8.3685B|1977|Nitrogen isotopes in lunar soils as a measure of cosmic-ray exposure and regolith history.|Becker, R. H., Clayton, R. N.|Lunar and Planetary Science Conference Proceedings|3||3685|||74220; 74240|
1977LPSC....8.3095F|1977|Apollo 17 ropy glasses.|Fruland, R. M., Morris, R. V., McKay, D. S., Clanton, U. S.|Lunar and Planetary Science Conference Proceedings|3||3095|||74240; 74260|
1977LPSC....8.1697S|1977|Shock metamorphism of lunar and terrestrial basalts.|Schaal, R. B., Hoerz, F.|Lunar and Planetary Science Conference Proceedings|2||1697|||75035|
1977PhDT.........7D|1977|Constraints on the composition and chemical evolution of the earth's moon|Delano, J. W.|Ph.D. Thesis||||||76015; 76055|
1977LPSC....8.2097D|1977|Experimental melting relations of 63545, 76015, and 76055.|Delano, J. W.|Lunar and Planetary Science Conference Proceedings|2||2097|||76015; 76055|
1977LPSC....8.2301N|1977|The history of the Apollo 17 Station 7 boulder.|Nakamura, N., Tatsumoto, M.|Lunar and Planetary Science Conference Proceedings|2||2301|||77075; 77115; 77215|
1977E&PSL..33..389W|1977|The Apollo 17 ``melt sheet'': chemistry, age and Rb/Sr systematics|Winzer, Stephen R., Nava, D. F., Schuhmann, P. J., Lum, R. K. L., Schuhmann, S., Lindstrom, M. M., Lindstrom, D. J., Philpotts, J. A.|Earth and Planetary Science Letters|33|3|389||http://dx.doi.org/10.1016/0012-821X(77)90090-5|77215|
1977LPSC....8.2237W|1977|SCCRV, a major component of highlands rocks.|Wasson, J. T., Warren, P. H., Kallemeyn, G. W., McEwing, C. E., Mittlefehldt, D. W., Boynton, W. V.|Lunar and Planetary Science Conference Proceedings|2||2237|||77545|
1977LPSC....8.2007B|1977|Petrology of 78155: an early, thermally metamorphosed polymict breccia.|Bickel, C. E.|Lunar and Planetary Science Conference Proceedings|2||2007|||78155|
1977GeoRL...4..207T|1977|Very low-Ti mare basalts|Taylor, G. Jeffrey, Keil, Klaus, Warner, Richard D.|Geophysical Research Letters|4|6|207||http://dx.doi.org/10.1029/GL004i006p00207|78526|
|1976|Reduction of mare basalts by sulfur loss|Brett, R.|Geochimica et Cosmochimica Acta|40 (9)||997-1004||http://dx.doi.org/10.1016/0016-7037(76)90042-9|70017; 70035; 70215; 72275; 72415; 72435; 74275; 75035; 75055; 76055; 76315; 77017; 77135; 78155|
|1976|Sample size and sampling errors as the source of dispersion in chemical analyses|Clanton, U. S. and Fletcher, C. R.|Proceedings of the 7th Lunar Science Conference|||1413-1428 |||70017|
|1976|Chemical fractionation in the lunar crust with emphasis on zirconium and hafnium (abs)|Garg, A. N. and Ehmann, W. N.|Proceedings of the 7th Lunar Science Conference|||281-283 |||70017; 70215; 71055; 74275; 75035|
