||||
||Tape 8/7||
||to go to a PITCH of 40 and YAW of 275 on the HIGH GAIN. That's 40, PITCH: 275, YAW; and MANUAL and WIDE. Over.||
|LMP|Okay. You want the higji gain selected, I presume.||
|CC|That helps, yes.||
00 08 32 15|LMP|You got it.||
|CC|Roger. Our apology.||
|LMP|Oh, I don't expect that'll be the last time you have to apologize. I think we're running about even now.||
|LMP|You're missing quite a view, Bob. Sorry you're not here.||
|CC|"That makes two of us. White just said; ""That makes three of us."""||
|LMP|What are you trying to tell me?||
|CC|Look out.||
|LMP|Who's your friend off on your right, tonight?||
|CC|Wally Moon, would you believe?||
|LMP|Say again?||
|CC|Wally Moon.||
|LMP|Oh, a Moon, huh? Why don't you ask him what he's reading at H2 tank 3 quantity?||
|CC|Okay. I'm asking him.||
|LMP|In percent.||
00 08 34 05|CC|Okay, 17. On tanks 3 of H2, we're reading 84.38.||
00 08 34 13|LMP|Okay, it looks like we're reading almost the same nowadays.||
|CC|Good.||
||||
Tape 8/8||||
|LMP|I thought we launched a little bias, but I guess that's gone now. We're a little higher than that.||
00 08 36 09|CC|And, 17, Houston. We're seeing your rates are quite low enough to start the spinup to PTC.||
|CMP|Okay. We'll see if we can't get it right this time.||
|CMP|Houston, 17.||
|CC|Go ahead, 17.||
|CMP|Does it make any difference with the plus or minus roll there with the - now that you are going to use the high gain?||
|CC|Okay. Well, the Flight Plan says minus roll, why don't we do it that way?||
|CMP|Oh, okay.||
00 08 38 59|CC|And after you start the roll, 17, we'd like to go back to OMNI Bravo and stow the high gain.||
|CMP|Okay.||
|CC|We only needed the high gain to just keep a good check on your rates.||
|CC|And, 17, that means stow the high gain after you -after the startup. We'd like to watch the startup itself.||
|CMP|Okay. I was just going to ask you when.||
00 08 42 18|CC|Okay, 17- We're ready for high gain to stow and select OMNI Bravo.||
|CMP|Okay.||
00 08 49 35|CC|17, Houston. We gather you're ready for sleep, almost. One thing we'd like to check at the end here is your O2 heater configuration. Over.||
|CMP|Okay. Go ahead, Bob .||
|CC|Roger. Can you give us your 0 heater configuration?||
||||
||Tape 8/9||
|CMP|Okay. We've got 1 and 2 in AUTO, and 3 is OFF.||
|CC|Okay. We'd like those per the Flight Plan; 1 and 2 to OFF, and 3 to AUTO.||
00 08 50 09|CMP|Okay; 1 and 2 to OFF and 3 to AUTO.||
|CC|Okay. And do you have a final change or update on the film status - beyond that 130 that Jack gave us?||
00 08 50 19|CMP|Stand by 1.||
||END OF TAPE||
||||
||Tape 9/1||
|APOLLO|17 AIR-TO-GROUND VOICE TRANSCRIPTION||
00 08 58 03|CC|And, 17, your PTC is looking real good so far.||
|CDR|Okay. That number on that mag is still 130, Bob.||
|CC|Okay. I copy that, Gene.||
|CDR|And Alfa Alfa, that l6-millimeter mag, is about 25 percent left.||
|CC|Okay; copy that as well.||
|CC|And I guess as soon as you change the LiOH canister, if you have or haven't, and charge BATTERY Bravo, then we're ready for you to sleep at your leisure. Configuring your comm, remember the SQUELCH, ENABLE, and the VOICE, OFF, when you get ready to go to sleep.||
00 08 59 31|CC|Roger, Apollo 17. We copy the film update, and we're ready for you to go to sleep once you've got the LiOH canister changed, if you haven't. And remember also the charge on brady - BATTERY Bravo. After that, it's just the comm configuration, SQUELCH, ENABLE, and VOICE, OFF, when you get ready to go to sleep.||
|CDR|Roger. You cut in and out. Stand by. We'll talk to you in a minute.||
|CC|Okay, I think we're losing an omni here.||
||END OF TAPE||
||||
||Tapes 10-12/1||
||APOLLO 17 AIR-TO-GROUND VOICE TRANSCRIPTION||
||REST PERIOD - NO COMMUNICATIONS||
||||
||Tape 13/1||
|APOLLO|17 AIR-TO-GROUND VOICE TRANSCRIPTION||
00 15 02 57|CC|Apollo 17, Houston. Good morning.||
|CDR|Hello, Robert.||
|CC|Glad to have you with us again. You guys got a good night's sleep, we think.||
|CDR|Well, I'll tell you, it was (laughter) looked forward to.||
|CDR|Give us a few minutes here and we'll - get operational.||
|CC|Roger. Give us a call when you're ready to talk to people.||
|CDR|Okay.||
00 15 09 44|CDR|Yes, from the looks of things, Bob, down there, it looks like getting off last night was a good idea.||
|CC|Got a new CAP COM now, Geno. Why? Looks kind of cloudy down there?||
|CDR|Yes. Hello, Gordo. How you doing? Yes, I'm looking - oh, we're probably directly over - just west of the - out in the Pacific, but abeam of the bottom third of South America, I suppose. And I've got North America, Mexico, and the U.S. on the top third - the top 25 percent of the Earth. And it looks like you've got cloud cover from somewhere where the coast bends around Corpus right on north into the Great Lakes and is completely out into the Atlantic, including covering Florida out there.||
|CC|Roger. I can verify the part between the Cape and Houston, anyway.||
|CDR|Yes, the Gulf looks like it's pretty well filled with clouds. Looks pretty thick from here.||
|CC|Roger.||
||||
Tape 13/2||||
|CDR|However, if you're interested in going to South America, the whole continent looks - looks pretty good. A few clouds; but, for the most part, you can see the entire continent.||
|CC|Roger. Guess it's summertime down there.||
|CDR|Okay, Gordo. We're - we're stirring slowly. We'll get back with you here.||
|CC|Okay.||
|CDR|Gordo, one question. How does the spacecraft look to you? I didn't hear anything all night long as far as any MASTER ALARMs or anything.||
|CC|I'm getting the word that nothing was seen here either. It looks absolutely super.||
|CDR|Very good.||
00 15 15 26|CDR|Okay, Bob - or Gordo, I've got H2 HEATERS 1 and 2, OFF, now.||
|CC|Roger, Gene.||
00 15 16 54|CDR|Hello, Houston; America.||
|CC|Go ahead, America.||
|CDR|Okay, Gordo. I'm looking over the Flight Plan today. We'll be with you with the postsleep checklist, and primarily it looks like a P23 day for Ron And what we'd primarily like to do is spend a good part of that time getting the spacecraft cleaned up, reshuffled, restowed a little bit, and get it in order for the next few days ahead. It doesn't look like today's that big of a day.||
|CC|Okay. Geno, I might give you some words on what we have in mind to get the GET back in sync here, if - if you want to hear those while you're looking through the upcoming hours.||
|CDR|Yes, why don't you - why don't you pass a few words on that?||
||||
||Tape 13/3||
|CC|Okay. The plan we're considering, and we're offering it to you now for your opinion, is at 65 hours GET, we'll update, and at the time the clock goes to 65, we'll update it 2 hours and 40 minutes to 67:40. And we're shaping your trajectory such that you'll arrive at the Moon at the same time G.m.t. as you would have had you launched on time. In other words, your translunar time is 2 hours and 40 minutes less. So once we do that, we'll be back with all the right times in the Flight Plan without any updating. And the one thing we think of is that your next day will, which is now a 16-hour day, will shorten to a 13-hour and 20-minute day-. But that's about the only real effect we can see. How does that sound?||
|CDR|Yes, we - we'll get to the Moon, you say, the same G.m.t., so all our sunrise, sunset, lunar-orbit activities, and Sun angle at landing will be the same. And let me - I'll - It sounds pretty good, Gordo. I just want to take a look at that day that you're shortening and see what we're doing in there.||
|CC|Okay. It doesn't cut out anything. In fact, we picked a time that's pretty much dead time as far as the Flight Plan goes. Take a look, and we'll talk about it later.||
|CDR|Okay.||
|LMP|Good morning, Gordy. This is Jack.||
|CC|Good morning, Jack.||
|LMP|Let me fill my square on the postsleep checklist. I've got 24030, PRD.||
|CC|Okay.||
|LMP|And I slept in and out - probably totaled about 4 hours in that last period. But I feel pretty good in spite of that, and expect now that I've educated myself on how to sleep, that it'll pick up the next time around.||
||||
Tape 13/4||||
|CC|Roger.||
|LMP|No medication yet, but I'm considering a couple of aspirin. I'll let you know if I take them.||
|CC|Roger.||
|LMP|And, fluids? Let's see, I guess I've had two of your little water-measurement-containers-full so far, plus the meal I had in my pocket. And I'll catch up on - I think I'm a little dehydrated. I'll catch up on fluids with breakfast.||
|CC|Okay.||
|LMP|And my meal yesterday was the meal B in the pocket.||
|CC|Roger. Meal B.||
|LMP|And I guess consumables update. That's mainly yours.||
|CC|Roger.||
|LMP|There's plenty there. And I'll wait for your words on that. And the watch is wound.||
|CC|Roger. Okay. Got the consumables update numbers, if you're ready to copy.||
|LMP|Not quite, Gordy. I'll give you a buzz.||
|CC|Okay. N o hurry.||
00 15 22 40|LMP|Okay. The CMPs rad's, 1509¥||
|CC|Okay.||
|LMP|15019. 15019.||
|CC|Roger.||
|LMP|Gordy, this is Jack. How do you want to send the consumable - consumables information?||
||||
||Tape 13/5||
|CC|We were just discussing that here. Used to - in flights gone by, there was a place in the Flight Plan, a little form to fill out. But we're trying to figure out if there is such a place in the current data file. Do you know of one?||
|LMP|Well, I'll tell you what I've got. I've got the consumables curves, and if there are any major changes to those curves, I guess you could give them to me, and I'll put them on as points.||
|CC|There's no - -||
|CDR|Hey, Jack.||
|CC|- - changes at all.||
|LMP|Okay. And why don't we just do it that way in the future in case there is anything. And that's on page 1-45 and subsequent in the Flight Plan Supplement.||
|CC|Okay.||
|LMP|Looks like you took good care of my space - my systems last night.||
|CC|No troubles at all.||
00 15 31 05|LMP|Okay, Gordy. Your friendly medical officer up here has some more information for you. CMP, continuing, had about 3 hours of sleep, had - three cans of fluid - of water, that is. And he ate everything In meal B but the fruitcake, and he didn't use the brownies and the beverage in meal C.||
|CC|Okay.||
|LMP|Okay. And continuing, the CDRs PD - PRD is 17019. He had 3 hours of fair sleep, no medication, and 1-1/2 cans of water, and one-half a sandwich. The CMPs sleep was 3 hours. And I'll try to get more systematic as we go along here.||
|CC|Okay.||
||||
Tape 13/6||||
|CC|Jack, we are assuming no - no medication on the CMP. Is that right?||
|LMP|That's affirm. We haven't gotten that kit out yet||
|CC|Okay.||
00 16 00 33|LMP|Gordy, this is Jack. Looks like the windows have cleared up pretty well in PTC from the - ice crystals, anyway, that were on window - window 1. The hatch window still seems to have a film of something on it. But, otherwise, they look pretty good.||
|CC|Okay, sounds good. Jack, while you're there, I might try - we've been talking about consumable updates and what would be the most meaningful way to give you the information. As a trial, for 14 hours, with reference to the charts in the back of the book, which in the case of - in case of all of them, are listed in percentages except the RCS, which is in pounds. On the cryo quantities, when I take all the tank percentages and plot them, it turns out that there's no real significant difference from the lines that are plotted on either hydrogen or oxygen. On RCS, you're running about 3 percent ahead of the line. And if that's a satisfactory way to put it, that's the way we'll give you the - the updates rather than giving you every tank percent by percent. Over.||
|LMP|Okay, that's good. That's outstanding.||
00 16 12 20|LMP|MARK. Two aspirin for the LMP.||
|CC|Roger, LMP.||
|CC|Jack, next time the Surgeon would like a mark on each individual aspirin.||
|LMP|Well, I gave it to you since I swallowed them both simultaneously.||
|CC|Roger.||
||||
||Tape 13/7||
|LMP|I knew they wanted that, Gordy, and that's why I only gave you one.||
|CC|Okay.||
|LMP|Would they rather have them go down one at a time?||
00 16 14 06|CC|I'11 have to go back to the backroom on that.||
||END OF TAPE||
||||
||Tape 14/1||
|APOLLO|17 AIR-TO-GROUND VOICE TRANSCRIPTION||
00 16 44 52|CC|17, Houston. We see the optics starting to stir||
||there. You can go ahead with a P52, but before you do the P23, we have some updates to it.||
|CMP|Hey, okay, Gordo. We'll do that.||
|CC|17, Houston. Can you confirm that you did change the LiOH canister before going to sleep last night?||
|CMP|Well, we can confirm that we didn't. How about that?||
|CC|Okay.||
|CMP|We'll - Thanks - thanks for reminding us. We'll try that first thing this morning. I was just getting too tired, and the CO^ didn't look quite that high last night, so I - -||
|CC|Roger.||
|CMP|- - I let it go.||
|CC|Okay, that's - that's fine. We're not concerned about being late with it.||
00 16 46 22|CMP|Okay.||
00 16 53 15|CMP|Okay, Houston. That looks like a pretty good one that time. You note the star angle difference?||
|CC|Roger. We copy.||
|CMP|Okay (chuckle). I can't see squat out through that telescope. I just hope it lines it up and does the right thing. Okay. Those are the torquing angles, and you can let me know when you have them.||
|CC|Okay. Stand by.||
||||
Tape 14/2||||
|CMP|The telescope is no different than any other time. There is just a lot of reflection from the lunar module. And even though everybody said that before, you don't quite believe it until you see it yourself.||
|CC|Okay, Ron. You're clear to torque it.||
|CMP|Okay. We'll torque it at 54 30.||
|CC|Okay.||
00 16 55 35|CC|17, Houston. When you - if you can find a stenographer, I got some dictation, some pads for you and also a Flight Plan update.||
|CMP|Stand by 1, Gordon.||
00 16 57 49|LMP|Okay, Gordy.||
|CMP|P37.||
|LMP|Oh, okay. Stand by. Okay, Ron's ready to copy.||
|CMP|P37 pad's first.||
|CC|Okay. Okay, the P37 block data for 35 hours. Well, we've got 35, 45, 55, 65. GET ignition of 035:00. DELTA-Vt is 5326, minus 175, 081:39. For a GET of 045:00, 7728, minus 177, 08l:l8. For a GET of 055:00, 5859, minus 175, 105:30. GET of 065:00, 4703, minus 175, 129:40.||
|CMP|Okay, I'll read that. Let's see, 35:00 at 532o, minus 175, and 81:39¥ At 45:00, 7728, minus 177, and 8l:l8. At 55:00, it's 5859, minus 175, 105:30. At 65:00, it's 4703, minus 175, and 129:40.||
|CC|Okay, that's correct. I've got a maneuver pad for you. It's a flyby maneuver at a time of 8l hours, which is 5 hours prior to L0I, This is required because you're presently on an impacting trajectory. And this is assuming you wouldn't do midcourse 2. Midcourse 2 will put you on a - on the proper trajectory. If you can get a maneuver pad out, I'll give it to you.||
||||
||Tape 14/3||
|LMP|Okay. That's in work.||
00 17 02 23|CMP|Okay, Houston. This is 17. Ready for the flyby pad.||
|CC|Okay, Ron. We were just watching your roll angle. You're going to - we're going to be updating the optics cal attitude. And the roll will be lo4, and you're coming up on that. Maybe you want to stop the PTC near that roll angle.||
|CMP|Hey, that's a good idea.||
|LMP|Gordy ...||
|LMP|Gordy, did you read Jack?||
|CC|Loud and clear, Jack.||
|LMP|I can take the pad, if you want to while Ron stops PTC.||
|CC|Okay. Why don't I give you the update to the Flight Plan, since that'll give you the new attitude and also the - change in the star for the P23. And then Ron can get on with that. The pad we can get after that.||
|LMP|Go ahead.||
|CC|Okay. Turn to 17 hours in the Flight Plan, page l8.||
|LMP|Go ahead.||
|CC|"Okay. The ""VERB 49 maneuver to optics cal attitude"" right at the top of the page. Cross out the attitude numbers and replace them with ""Roll l64, pitch 301, and yaw 348 at a high-gain pitch angle of minus 48 and a yaw of 315."" Over."||
|LMP|Okay; 164, 301, 348, minus 48, and 315¥||
|CC|"That's correct. Now go down a few lines to the sighting attitude at - one's at 17 hours and 15 minutes. And cross out that attitude and the high-gain pitch angle and change to a ""Roll of 196, pitch 304, and yaw 348."" High-gain pitch is minus 6l, and the yaw remains the same, 357. Over."||
||||
Tape 14/4||||
|LMP|Okay, 196, 304, 348, minus 6l.||
|CC|That's correct. And now, on the first star of P23, we're going to change the star, so cross out - replace the NOUN 70 numbers with star 21. That would be three balls 21. And delete the NOUN 88 and the vector numbers there.||
00 17 06 25|LMP|Okay, start 21 and no NOUN 88s.||
|CC|"Right. And over on the right where it says ""Merak,"" you can write in ""Alphard."" That's what 21 is."||
|LMP|Okay.||
|CC|"Okay. Now down on the next pate, at 18 hours 20 minutes, where it says ""Optics calibration attitude."" We got to put in the same thing as -the same change as above. We want, instead of ""175, 298, 330,"" change that to ""l64, 301, and 348. High gain of minus 48 and 315."" Over."||
|LMP|Okay, l64, 301, 348, minus 48, 315. Over.||
|CC|"Okay. Now, about 10 lines down, delete ""Charge battery A."" We're going to leave battery A charged for a while longer, since we used up so much of it on the pad last night."||
|LMP|"Okay. Delete ""Battery charge A,"" and you want to leave it on B."||
|CC|"Yes. Right. Flip the page. Might as well clean up all of these checklist changes. At 19 hours 40 minutes, change ""Magazine Kilo Kilo"" to ""Magazine November November."""||
|LMP|Okay. That's done.||
|CC|And then skip a few pages to 24 hours and 30 minutes||
|LMP|Go ahead.||
|CC|"And just above the ""CSM Systems Checklist"" callout there, write in ""Charge battery A."""||
||||
||Tape 14/5||
|LMP|Okay, I got you.||
|CC|And we'll be leaving it on battery A all night long. Okay, that's all the Flight Plan changes. I've got that flyby pad when you're ready.||
|LMP|Okay, I'm all set.||
00 17 09 12|CC|"Okay. Purpose is flyby, SPS/G&N. The weight is 66839; plus 1.21, minus .02 - correction, the yaw trim is a minus 0.12. Ignition time is 081:17:21.03 NOUN 81 is a plus 0091.1, plus 0204.1, plus 0459.3. Attitude is 121, 153, and 321, Apogee is NA; perigee, plus 0021.2. DELTA-V total of 0510.8, 1:17, 0506.3. Sextant star: 26, 096.5, 33.9. Boresight star Is NA; NOUN 6l, plus 15-57, minus 175-00; 1099.9, 362.43; and GET of 0.05G is 153:24:11. PTC align stars are Sirius and Rigel; 256, 152, 069 -Ullage is none. And for remarks: number 1 is ""Burn docked;"" number 2 assumes PTC REFSMMAT: number 3, LM weight, 3628l; and number 4 is ""Assumes no Midcourse 2."" Over."||
00 17 12 45|LMP|Okay, Gordy. You read that?||
|CC|I haven't heard anything since I finished the pad, Jack.||
|LMP|Okay. I'll push the other button then. Okay, your readback: Flyby, SPS/G&N; 66839; plus 1.21, minus 0.12; 081:17:21.03; plus 0091.1, plus 0204.1, plus 0459.3; 121, 153, 321; HA is NA, plus 0021.0; 0510.8, 1:17, 0506.3; 26, 096.5, 33-9- Boresight star is NA; plus 15-57; minus 175.00; 1099-9, 362.43; 153:24:11. Sirius and Rigel; 256, 152, 069. No ullage. Remarks: 1, burn docked; 2, PTC REFSMMAT assumed; 3, LM weight, 36281; and 4, assumes no midcourse 2.||
|CC|Okay. One correction on perigee of NOUN 44. That's a plus 0021.2.||
|LMP|Okay; 0021,2 plus.||
||||
Tape 14/6||||
|CC|And one additional remark. This results in a 187-mile perigee - perilune.||
|LMP|Okay. I got that.||
00 17 15 l6|CC|Okay. For general information, we're planning midcourse 2 tomorrow at about 35:30, and it should be about 10 feet per second.||
|LMP|Okay, Strangely enough, that's even scheduled at 35:30.||
|CC|Roger.||
|CC|I have one reminder to open the WASTE STOWAGE VENT valve as shown on the - at 17 hours there.||
|LMP|Oh, okay. We were just going back to clean up. I think we owe you a LiOH canister change, too.||
00 17 16 25|CC|Roger. We concur with changing it.||
00 17 20 15|CMP|And, Houston. Apollo 17 will maneuver to the optics calibration attitude now.||
|CC|Okeydoke.||
|CMP|It's funny eating potato soup, and all the soup is all around the outside of the bag. And you get a little hole right down through the middle of it.||
|CC|How about that?||
|CMP|It's just like in one g. The spoon isn't quite long enough to reach the bottom without getting your fingers on the side of the bowl.||
00 17 21 09|CC|Roger.||
00 17 24 11|LMP|Gordy, I don't know what your weather is like down there, but from here it looks like you're probably overcast today. Might even have a pretty good storm going.||
||||
||Tape 14/7||
|CC|Well, it's gray and cold and a little rain, so your - your cal is correct.||
|LMP|Yes, it looks like Mexico, in general, is pretty nice, although there is a band of east-west trending clouds that start from the Gulf of California, cross Sonora and probably up through New Mexico, and over into Texas as far around as I can see. Southern California looks like it's in pretty good shape today, but northern California looks like it's probably overcast. And a major system probably associated with that that stretches into the northern western United States. But a band of clear weather looks like it stretches from Arizona right on up through, I would guess it - through Colorado and Kansas and probably into the Midwest pretty well.||
|CC|Roger. You're a regular human weather satellite.||
|LMP|If Ron would just stop his maneuvers I'd tell you some more, but the Earth just set behind the LM.||
|CC|Roger.||
|LMP|More specifically, it set behind the Rover, which may be a space first. Pretty impressive storm system down off the west coast of Antarctica.||
00 17 26 27|CC|Roger.||
00 17 27 40|LMP|And, Houston. The canister has been changed. Number 3 is in A as per the earlier Flight Plan instructions.||
|CC|Okay.||
|LMP|Sorry we were late, but we got a little tired last night.||
00 17 28 57|CC|Jack, Houston. We'd like you to go ahead and get that WASTE STOWAGE VENT open now, so we can keep to the schedule on cabin enrichment.||
|LMP|Okay; Ron is getting that. Keep nagging.||
||||
Tape 14/8||||
00 17 29 13|CC|Thank you.||
00 17 35 59|CMP|That the same as I had before?||
|CMP|Hey, that looks like a pretty good optics cal right there. That's three times. Okay. No, that's not very good.||
|CC|Ron, we're copying your comments.||
|CMP|Okay. Think we'll use that one there for the optics cal.||
|CC|Roger.||
00 17 37 07|CMP|Okay. Let's go to the old sighting attitude. Well, let's put the other thing in there first.||
00 17 41 07|CMP|Yes. That's a pretty good VERB 49. I got the -got an orange Earth in the sextant. Let me put up the old EMP now. If you all don't need all that light in there, Jack, I could sure - Like the window shade might help a little bit, really. Not - not very much. Okay. Address 304, we want 06. Address 305, 24 44; 306, 60 06 ENTER; 307 was 77. Okay, at address 310, we want 15 62 ENTER; 311, we want a 52 05 ENTER; 330, we'll VERB 30 37. VERB 25 NOUN 26 ENTER 1. Okay. R-2 is a 44 ENTER. R-3 is a 140 - 5. Okay, ENTER that. Now, we're ready to go on the first star here; 7 ENTER; 23 ENTER. ... we don't want to do an optics cal. No, we don't want to do that. ENTER. Okay, first star is 21. ENTER. I am going to use the ... 110 ENTER. PROCEED. Son of a gun. Okay, we don't want to do the 180 option, so ENTER that one; 19630 ... getting pretty close. Okay. PROCEED.||
|LMP|... mike ...||
00 17 44 27|CMP|Okay, we're CMC OPTICS ZERO'S OFF and ... Now let's see if we can see the old star in there.||
|LMP|Gordy, this is Jack. You guys did a good job fixing that MAS - MASTER ALARM problem. What did you do?||
||||
||Tape 14/9||
|CC|Jack, did you call?||
|LMP|I was wondering what you did to fix the MASTER ALARM problem.||
|CC|Let me check and see.||
|CMP|(Laughter) Yes, I've got to find the subsolar point. A little bit of an error looks like. Let me see, we'll fix it down a little bit. That really jars us back, doesn't it?||
|CC|Jack, I guess all we've done is wish it away, Actually, we think it's still there, and you may -you may get them here later after the waste stowage vent - 0g flow gets on up.||
00 17 46 13|LMP|Okay, but those were associated with the accumulator as I recall. Yes, the random ones is the ones I was interested in. They just seemed to stop. Of course, we haven't been moving switches on 2, but we were getting them without doing that also.||
|CMP|Okay, there's the old star. Works just like the simulator; you can't see the star when it goes down in the Earth.||
|CC|It's still being worked on, Jack. Though we don't have any real concrete story to give you on it yet||
|LMP|Okay, it seemed to be pretty quiet last night, so that's the only problem. Okay. Gene, you want to give me CMC FREE?||
00 17 47 05|CDR|Okay.||
00 17 49 42|CMP|Let's see. 379, okay. That's not too bad. There it is; ENTER. Release 23; ENTER.||
00 17 51 32|CMP|Okay.||
00 17 53 05|CMP|Yes, I don't know what - what's -||
00 17 53 42|CMP|Okay, those would punch a hole in it.||
||||
Tape 14/10||||
00 17 55 22|CMP|I think that's five on that star. Do you concur that that's five on that star, Houston?||
|CC|Stand by. Let me check.||
00 17 55 38|CMP|I think it was. I'll take another one just in case.||
00 17 56 15|CMP|Okay, Gene. CMC AUTO.||
|CDR|Roger.||
|CMP|Okay, Betelgeuse. All right. That's all right; don't move.||
00 17 57 11|CMP|20. Okay. Earth's far horizon; 25 ENTER. Plus 02745 ENTER. Plus 99128; 28 ENTER. Plus 12885 -1288 - 5 - 2885. Okay. Hit. It's okay; want the 180 option, no? Computer ... Betelgeuse. Okay, that's Earth's far horizon.||
00 17 58 30|CMP|Punch a hole in them. Yes. Good. Okay, as soon as we're there - Okay. Set the old ... at the substellar point. Okay, it's the far horizon, the double line is down in the - down in the Earth. Shaft 280; okay. Reach up a little bit here.||
00 17 59 55|CMP|Okay. Didn't do such a hot job of putting them on there. You want to go to CMC FREE. Okay. Give it a flip that way and a flip thataway and a yaw that way, two yaws that way.||
00 18 01 46|CMP|(Singing)||
||END OF TAPE||
||||
||Tape 15/1||
|APOLLO|17 AIR-TO-GROUND VOICE TRANSCRIPTION||
00 18 03 09|SC|Oh! ...||
|SC|Yes. That was a good||
|LMP|Gordy, this is LMP.||
|LMP|Hello, Houston; 17. Are you reading?||
|CC|Go ahead, Jack.||
|LMP|Yes, you got any news today - to read up to us?||
|CC|Well, yes. As a matter of fact, we have a little bit made up here. I guess along the personal line, we checked with Barbara and Jan and the kids, and they're all back home safe and sound and they mentioned that they're going into their own personal quarantine period, glued to the squawk box. Over.||
|CDR|Okay.||
|CMP|I was afraid you were going to get too personal there, for a minute. (Laughter)||
|CC|I'll run down a few quick summaries of this morning's news. Former President Harry Truman has rallied slightly, despite his weakened heart and labored breathing. His doctors report that their main worry is whether his heart is strong enough to withstand the strain, the physical strain of 88 years. Despite the slight rally, Truman's condition is still considered critical. In Paris, Henry Kissinger met with Hanoi's Le Due Tho for 4 hours yesterday in planned secret talks. Paris newspapers report an imminent cease-fire, but neither Kissinger or Tho indicate that this is true. After the 4-hour talks, Kissinger shook hands; and ... - got a little typo error here -but neither representative made any comment concerning their meeting. At Camp David, Maryland, President Nixon's press secretary, Ron L. Ziegler, said that Kissinger and Nixon are in close communication by cable concerning the secret peace talks. But Ziegler declined to provide more||
||||
Tape 15/2||||
||"information about progress in the talks. President Nixon selected Claude S. Brinegar, a California oil executive and a doctor of economics, to be Secretary of Transportation succeeding John A. Volpe. Volpe will become the U.S. ambassador to Italy. Here's one concerning last night's launch. Mrs. Spiro Agnew reportedly made a wish on a falling star just before the delayed launch of Apollo 17-Sitting beside her at the VIP viewing site was Barbara Cernan, who said that she was nervous when the lift-off was postponed. She added, ""But A1 Bean was there with me. He said not to be concerned."" Mrs. Cernan was accompanied by her daughter, Tracy, and her mother, Mrs. Jackie Ashley. Mrs. Ron Evans, who saw the launch with her children, Jamie and John, said that she was never worried because everybody knew what they were doing."||
|SC|(Laughter)||
00 18 07 36|CDR|Good summary, Gordo. We thank you, and our best wishes for the return to health of Mr. Truman.||
|CC|Roger.||
|CDR|Gordo, we were figuring up here that we probably launched on the 6th of December in Houston and on the 7th of December in Florida.||
|CC|That's right. You called it right.||
|CMP|Okay, CMC AUTO there, Gene, please.||
|SC|Oh, boy.||
00 18 09 04|CMP|Okay, let's use the VERB 23, ENTER. Oh, what did I do there. ENTER, let's see, is a 110. There, okay. VERB 25 - ENTER. Oh, Gamma Prime Leonis. (Coughing) Okay, minus 8490 - 84900, I mean; plus 40299È plus 40299j ENTER; plus 34176, plus -76, ENTER; okay, proceed. 202 ... l8, okay. There already. ... I guess. We'll try that one more time. ... CMC, AUTO? 196306,||
|LMP|Gordy, you still there?||
|CMP|Okay; that's right.||
||||
||Tape 15/3||
|CC|Go ahead, Jack.||
|LMP|I mentioned to Bob yesterday how - when we moved away from the Earth - how fragile a piece of blue it looked to be, and that impression certainly grows the farther you get from it. I wish everybody could have a chance to get that impression. Things might go a little easier for us.||
|CC|Roger.||
|CMP|Okay, Gene, ... CMC FREE?||
|CMP|(Singing) ... must be making the vector worse and worse instead of better. (Laughter) Well, it was on the substellar point that time except it was halfway through the Earth almost. Not really.||
00 18 12 41|CMP|Hey, Gordy, we haven't really had a clear and detailed description of what you or somebody else saw at the launch, in terms of the lighting around the countryside, the state of the flame, and how long the - exhaust was under the S-IC. Do you have anything to add to that?||
|CC|Well, I can give you my feelings, anyway. It was a spectacular sight, and no doubt about it. I'd say the level of illumination would have made it easy to - to read a newspaper or anything like that from my vantage point near the VAB. The -the plume itself actually looked no larger or - or even any brighter, really, except in contrast, than it does on a day launch by comparison. But -well, the effect, I guess, was about what I expected just trying to extrapolate previous launches into a nighttime situation. The weather was very clear. That was one advantage gained by delaying the launch the 2 hours and 40 minutes that you did. By that time, there were very few clouds around at all. And we could see a brilliant flash there when the first stage cut off and the second stage ignited. And I lost you visually probably, oh, 4 to 5 minutes into the second stage, as best I can remember. Part of the problem was the brightness of the plume during the first stage, it kind of burned a spot on my eye; and so then I was -had reduced efficiency at looking for a small||
||||
Tape 15/4||||
||point of light from there on out. Stu's here with me and he was watching it, too. I'll see if he has anything to add.||
|CMP|Stu who?||
|CC|He said after that comment he has no comment.||
00 18 15 26|CMP|"(Laughter) I'm sorry, Stu."" I can't believe that; Stu always has something to add. (Singing) Houston, in case you just noticed, I forgot the VERB 67 until just now. Although, in reality, all we're trying to do here is get a DELTA-H measurement anyhow. And, Houston, do you have any feel yet for what the DELTA-H is - line has been?"||
00 18 16 14|CC|Stand by, Ron.||
|sc|||
|CC|Ron, this is Houston. We're not going to be able to give you a handle on the DELTA-H until we have a chance to take all the data and reduce it and work it around a little.||
|CMP|Okay, that's mighty fine.||
|CMP|Okay, Geno, CMC AUTO? Let's see what's on this star here. Kalinan [sic] - Menkalinan, I guess. Okay, Earth far horizon; 23, ENTER 120, ENTER, 25 ENTER ... (Coughing) (Singing) Plus - 7073 ENTER, plus 70644 ENTER. Okay, that is the unit vector of the star.||
00 18 22 14|CMP|Okay, it's a l80 option we don't want. ... the real option. (Laughter) I guess they're getting -Houston, you must be getting all the good data without the high gain, huh?||
|CC|That's affirmative, Ron.||
